provinsi,tahun,sektor_kode,sektor_nama,nilai_miliar_rp,pct_dari_total
Gorontalo,2019,F,Konstruksi,4391.21,10.67
Gorontalo,2019,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5102.34,12.4
Gorontalo,2019,H,Transportasi dan Pergudangan,2366.71,5.75
Gorontalo,2019,I,Penyediaan Akomodasi dan Makan Minum,969.04,2.36
Gorontalo,2019,J,Informasi dan Komunikasi,1100.11,2.67
Gorontalo,2019,K,Jasa Keuangan dan Asuransi,1635.75,3.98
Gorontalo,2019,L,Real Estat,771.44,1.87
Gorontalo,2019,"M,N",Jasa Perusahaan,38.62,0.09
Gorontalo,2019,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2599.96,6.32
Gorontalo,2019,P,Jasa Pendidikan,1822.04,4.43
Gorontalo,2019,Q,Jasa Kesehatan dan Kegiatan Sosial,1473.89,3.58
Gorontalo,2019,"R,S,T,U",Jasa Lainnya,605.31,1.47
Gorontalo,2020,A,"Pertanian, Kehutanan, dan Perikanan",16188.2,38.79
Gorontalo,2020,B,Pertambangan dan Penggalian,468.2,1.12
Gorontalo,2020,C,Industri Pengolahan,1799.86,4.31
Gorontalo,2020,D,Pengadaan Listrik dan Gas,21.44,0.05
Gorontalo,2020,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",26.18,0.06
Gorontalo,2020,F,Konstruksi,4399.36,10.54
Gorontalo,2020,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5100.3,12.22
Gorontalo,2020,H,Transportasi dan Pergudangan,2245.9,5.38
Gorontalo,2020,I,Penyediaan Akomodasi dan Makan Minum,964.41,2.31
Gorontalo,2020,J,Informasi dan Komunikasi,1145.0,2.74
Gorontalo,2020,K,Jasa Keuangan dan Asuransi,1869.83,4.48
Gorontalo,2020,L,Real Estat,778.97,1.87
Gorontalo,2020,"M,N",Jasa Perusahaan,36.49,0.09
Gorontalo,2020,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2628.24,6.3
Gorontalo,2020,P,Jasa Pendidikan,1947.54,4.67
Gorontalo,2020,Q,Jasa Kesehatan dan Kegiatan Sosial,1528.89,3.66
Gorontalo,2020,"R,S,T,U",Jasa Lainnya,581.08,1.39
Gorontalo,2021,A,"Pertanian, Kehutanan, dan Perikanan",17082.24,38.92
Gorontalo,2021,B,Pertambangan dan Penggalian,483.23,1.1
Gorontalo,2021,C,Industri Pengolahan,1936.07,4.41
Gorontalo,2021,D,Pengadaan Listrik dan Gas,22.0,0.05
Gorontalo,2021,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",26.88,0.06
Gorontalo,2021,F,Konstruksi,4597.26,10.47
Gorontalo,2021,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5386.86,12.27
Gorontalo,2021,H,Transportasi dan Pergudangan,2325.32,5.3
Gorontalo,2021,I,Penyediaan Akomodasi dan Makan Minum,1008.94,2.3
Gorontalo,2021,J,Informasi dan Komunikasi,1184.0,2.7
Gorontalo,2021,K,Jasa Keuangan dan Asuransi,2140.55,4.88
Gorontalo,2021,L,Real Estat,756.47,1.72
Gorontalo,2021,"M,N",Jasa Perusahaan,37.54,0.09
Gorontalo,2021,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2644.99,6.03
Gorontalo,2021,P,Jasa Pendidikan,2018.2,4.6
Gorontalo,2021,Q,Jasa Kesehatan dan Kegiatan Sosial,1642.19,3.74
Gorontalo,2021,"R,S,T,U",Jasa Lainnya,600.53,1.37
Gorontalo,2022,A,"Pertanian, Kehutanan, dan Perikanan",18073.2,38.0
Gorontalo,2022,B,Pertambangan dan Penggalian,519.28,1.09
Gorontalo,2022,C,Industri Pengolahan,2170.69,4.56
Gorontalo,2022,D,Pengadaan Listrik dan Gas,23.96,0.05
Gorontalo,2022,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",27.76,0.06
Gorontalo,2022,F,Konstruksi,5189.74,10.91
Gorontalo,2022,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,6220.17,13.08
Gorontalo,2022,H,Transportasi dan Pergudangan,2668.65,5.61
Gorontalo,2022,I,Penyediaan Akomodasi dan Makan Minum,1076.17,2.26
Gorontalo,2022,J,Informasi dan Komunikasi,1286.08,2.7
Gorontalo,2022,K,Jasa Keuangan dan Asuransi,2192.18,4.61
Gorontalo,2022,L,Real Estat,820.71,1.73
Gorontalo,2022,"M,N",Jasa Perusahaan,42.8,0.09
Gorontalo,2022,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2802.94,5.89
Gorontalo,2022,P,Jasa Pendidikan,2124.0,4.47
Gorontalo,2022,Q,Jasa Kesehatan dan Kegiatan Sosial,1711.67,3.6
Gorontalo,2022,"R,S,T,U",Jasa Lainnya,616.29,1.3
Gorontalo,2023,A,"Pertanian, Kehutanan, dan Perikanan",19386.98,37.74
Gorontalo,2023,B,Pertambangan dan Penggalian,562.13,1.09
Gorontalo,2023,C,Industri Pengolahan,2273.93,4.43
Gorontalo,2023,D,Pengadaan Listrik dan Gas,25.65,0.05
Gorontalo,2023,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",29.2,0.06
Gorontalo,2023,F,Konstruksi,5717.04,11.13
Gorontalo,2023,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,7074.66,13.77
Gorontalo,2023,H,Transportasi dan Pergudangan,3040.11,5.92
Gorontalo,2023,I,Penyediaan Akomodasi dan Makan Minum,1156.14,2.25
Gorontalo,2023,J,Informasi dan Komunikasi,1370.73,2.67
Gorontalo,2023,K,Jasa Keuangan dan Asuransi,2070.44,4.03
Gorontalo,2023,L,Real Estat,820.26,1.6
Gorontalo,2023,"M,N",Jasa Perusahaan,42.33,0.08
Gorontalo,2023,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2985.0,5.81
Gorontalo,2023,P,Jasa Pendidikan,2249.9,4.38
Gorontalo,2023,Q,Jasa Kesehatan dan Kegiatan Sosial,1896.89,3.69
Gorontalo,2023,"R,S,T,U",Jasa Lainnya,665.35,1.3
Gorontalo,2024,A,"Pertanian, Kehutanan, dan Perikanan",20344.28,37.29
Gorontalo,2024,B,Pertambangan dan Penggalian,606.29,1.11
Gorontalo,2024,C,Industri Pengolahan,2396.85,4.39
Gorontalo,2024,D,Pengadaan Listrik dan Gas,26.07,0.05
Gorontalo,2024,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",31.0,0.06
Gorontalo,2024,F,Konstruksi,6186.44,11.34
Gorontalo,2024,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,7760.67,14.22
Gorontalo,2024,H,Transportasi dan Pergudangan,3296.35,6.04
Gorontalo,2024,I,Penyediaan Akomodasi dan Makan Minum,1250.17,2.29
Gorontalo,2024,J,Informasi dan Komunikasi,1464.96,2.69
Gorontalo,2024,K,Jasa Keuangan dan Asuransi,2123.19,3.89
Gorontalo,2024,L,Real Estat,862.84,1.58
Gorontalo,2024,"M,N",Jasa Perusahaan,42.98,0.08
Gorontalo,2024,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3139.57,5.75
Gorontalo,2024,P,Jasa Pendidikan,2276.92,4.17
Gorontalo,2024,Q,Jasa Kesehatan dan Kegiatan Sosial,2051.91,3.76
Gorontalo,2024,"R,S,T,U",Jasa Lainnya,699.15,1.28
Sulawesi Barat,2014,A,"Pertanian, Kehutanan, dan Perikanan",12301.0,41.76
Sulawesi Barat,2014,B,Pertambangan dan Penggalian,605.98,2.06
Sulawesi Barat,2014,C,Industri Pengolahan,3054.56,10.37
Sulawesi Barat,2014,D,Pengadaan Listrik dan Gas,11.52,0.04
Sulawesi Barat,2014,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",45.63,0.15
Sulawesi Barat,2014,F,Konstruksi,2285.04,7.76
Sulawesi Barat,2014,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,3092.15,10.5
Sulawesi Barat,2014,H,Transportasi dan Pergudangan,450.5,1.53
Sulawesi Barat,2014,I,Penyediaan Akomodasi dan Makan Minum,69.72,0.24
Sulawesi Barat,2014,J,Informasi dan Komunikasi,1138.2,3.86
Sulawesi Barat,2014,K,Jasa Keuangan dan Asuransi,600.82,2.04
Sulawesi Barat,2014,L,Real Estat,823.45,2.8
Sulawesi Barat,2014,"M,N",Jasa Perusahaan,22.31,0.08
Sulawesi Barat,2014,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2443.94,8.3
Sulawesi Barat,2014,P,Jasa Pendidikan,1437.78,4.88
Sulawesi Barat,2014,Q,Jasa Kesehatan dan Kegiatan Sosial,564.46,1.92
Sulawesi Barat,2014,"R,S,T,U",Jasa Lainnya,511.19,1.74
Sulawesi Barat,2015,A,"Pertanian, Kehutanan, dan Perikanan",13850.64,41.99
Sulawesi Barat,2015,B,Pertambangan dan Penggalian,730.15,2.21
Sulawesi Barat,2015,C,Industri Pengolahan,3402.85,10.32
Sulawesi Barat,2015,D,Pengadaan Listrik dan Gas,10.27,0.03
Sulawesi Barat,2015,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",49.93,0.15
Sulawesi Barat,2015,F,Konstruksi,2582.36,7.83
Sulawesi Barat,2015,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,3440.82,10.43
Sulawesi Barat,2015,H,Transportasi dan Pergudangan,511.78,1.55
Sulawesi Barat,2015,I,Penyediaan Akomodasi dan Makan Minum,75.58,0.23
Sulawesi Barat,2015,J,Informasi dan Komunikasi,1262.79,3.83
Sulawesi Barat,2015,K,Jasa Keuangan dan Asuransi,659.87,2.0
Sulawesi Barat,2015,L,Real Estat,902.66,2.74
Sulawesi Barat,2015,"M,N",Jasa Perusahaan,24.47,0.07
Sulawesi Barat,2015,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",2738.31,8.3
Sulawesi Barat,2015,P,Jasa Pendidikan,1542.12,4.67
Sulawesi Barat,2015,Q,Jasa Kesehatan dan Kegiatan Sosial,630.47,1.91
Sulawesi Barat,2015,"R,S,T,U",Jasa Lainnya,572.48,1.74
Sulawesi Barat,2016,A,"Pertanian, Kehutanan, dan Perikanan",14907.59,41.47
Sulawesi Barat,2016,B,Pertambangan dan Penggalian,832.5,2.32
Sulawesi Barat,2016,C,Industri Pengolahan,3426.24,9.53
Sulawesi Barat,2016,D,Pengadaan Listrik dan Gas,12.94,0.04
Sulawesi Barat,2016,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",53.75,0.15
Sulawesi Barat,2016,F,Konstruksi,2934.03,8.16
Sulawesi Barat,2016,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,3759.89,10.46
Sulawesi Barat,2016,H,Transportasi dan Pergudangan,534.6,1.49
Sulawesi Barat,2016,I,Penyediaan Akomodasi dan Makan Minum,84.84,0.24
Sulawesi Barat,2016,J,Informasi dan Komunikasi,1394.73,3.88
Sulawesi Barat,2016,K,Jasa Keuangan dan Asuransi,780.22,2.17
Sulawesi Barat,2016,L,Real Estat,990.39,2.76
Sulawesi Barat,2016,"M,N",Jasa Perusahaan,25.72,0.07
Sulawesi Barat,2016,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3084.39,8.58
Sulawesi Barat,2016,P,Jasa Pendidikan,1760.88,4.9
Sulawesi Barat,2016,Q,Jasa Kesehatan dan Kegiatan Sosial,722.46,2.01
Sulawesi Barat,2016,"R,S,T,U",Jasa Lainnya,640.04,1.78
Sulawesi Barat,2017,A,"Pertanian, Kehutanan, dan Perikanan",16400.37,41.52
Sulawesi Barat,2017,B,Pertambangan dan Penggalian,887.9,2.25
Sulawesi Barat,2017,C,Industri Pengolahan,3932.7,9.96
Sulawesi Barat,2017,D,Pengadaan Listrik dan Gas,15.44,0.04
Sulawesi Barat,2017,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",59.19,0.15
Sulawesi Barat,2017,F,Konstruksi,3228.84,8.17
Sulawesi Barat,2017,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4105.3,10.39
Sulawesi Barat,2017,H,Transportasi dan Pergudangan,559.39,1.42
Sulawesi Barat,2017,I,Penyediaan Akomodasi dan Makan Minum,90.8,0.23
Sulawesi Barat,2017,J,Informasi dan Komunikasi,1571.32,3.98
Sulawesi Barat,2017,K,Jasa Keuangan dan Asuransi,881.54,2.23
Sulawesi Barat,2017,L,Real Estat,1055.88,2.67
Sulawesi Barat,2017,"M,N",Jasa Perusahaan,27.45,0.07
Sulawesi Barat,2017,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3189.1,8.07
Sulawesi Barat,2017,P,Jasa Pendidikan,1994.0,5.05
Sulawesi Barat,2017,Q,Jasa Kesehatan dan Kegiatan Sosial,781.42,1.98
Sulawesi Barat,2017,"R,S,T,U",Jasa Lainnya,716.78,1.81
Sulawesi Barat,2018,A,"Pertanian, Kehutanan, dan Perikanan",18324.02,42.17
Sulawesi Barat,2018,B,Pertambangan dan Penggalian,971.11,2.23
Sulawesi Barat,2018,C,Industri Pengolahan,4219.6,9.71
Sulawesi Barat,2018,D,Pengadaan Listrik dan Gas,16.54,0.04
Sulawesi Barat,2018,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",64.45,0.15
Sulawesi Barat,2018,F,Konstruksi,3536.6,8.14
Sulawesi Barat,2018,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4480.53,10.31
Sulawesi Barat,2018,H,Transportasi dan Pergudangan,598.46,1.38
Sulawesi Barat,2018,I,Penyediaan Akomodasi dan Makan Minum,100.83,0.23
Sulawesi Barat,2018,J,Informasi dan Komunikasi,1734.27,3.99
Sulawesi Barat,2018,K,Jasa Keuangan dan Asuransi,951.67,2.19
Sulawesi Barat,2018,L,Real Estat,1124.68,2.59
Sulawesi Barat,2018,"M,N",Jasa Perusahaan,28.62,0.07
Sulawesi Barat,2018,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3506.98,8.07
Sulawesi Barat,2018,P,Jasa Pendidikan,2191.18,5.04
Sulawesi Barat,2018,Q,Jasa Kesehatan dan Kegiatan Sosial,849.42,1.95
Sulawesi Barat,2018,"R,S,T,U",Jasa Lainnya,758.88,1.75
Sulawesi Barat,2019,A,"Pertanian, Kehutanan, dan Perikanan",19241.1,41.5
Sulawesi Barat,2019,B,Pertambangan dan Penggalian,1038.63,2.24
Sulawesi Barat,2019,C,Industri Pengolahan,4510.45,9.73
Sulawesi Barat,2019,D,Pengadaan Listrik dan Gas,17.21,0.04
Sulawesi Barat,2019,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",70.55,0.15
Sulawesi Barat,2019,F,Konstruksi,3845.47,8.29
Sulawesi Barat,2019,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4736.26,10.21
Sulawesi Barat,2019,H,Transportasi dan Pergudangan,650.25,1.4
Sulawesi Barat,2019,I,Penyediaan Akomodasi dan Makan Minum,111.37,0.24
Sulawesi Barat,2019,J,Informasi dan Komunikasi,1957.77,4.22
Sulawesi Barat,2019,K,Jasa Keuangan dan Asuransi,997.31,2.15
Sulawesi Barat,2019,L,Real Estat,1212.27,2.61
Sulawesi Barat,2019,"M,N",Jasa Perusahaan,31.0,0.07
Sulawesi Barat,2019,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3785.41,8.16
Sulawesi Barat,2019,P,Jasa Pendidikan,2437.4,5.26
Sulawesi Barat,2019,Q,Jasa Kesehatan dan Kegiatan Sosial,891.42,1.92
Sulawesi Barat,2019,"R,S,T,U",Jasa Lainnya,831.92,1.79
Sulawesi Barat,2020,A,"Pertanian, Kehutanan, dan Perikanan",19950.57,42.94
Sulawesi Barat,2020,B,Pertambangan dan Penggalian,1006.74,2.17
Sulawesi Barat,2020,C,Industri Pengolahan,4685.57,10.08
Sulawesi Barat,2020,D,Pengadaan Listrik dan Gas,18.46,0.04
Sulawesi Barat,2020,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",71.8,0.15
Sulawesi Barat,2020,F,Konstruksi,3347.09,7.2
Sulawesi Barat,2020,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4677.4,10.07
Sulawesi Barat,2020,H,Transportasi dan Pergudangan,619.95,1.33
Sulawesi Barat,2020,I,Penyediaan Akomodasi dan Makan Minum,104.84,0.23
Sulawesi Barat,2020,J,Informasi dan Komunikasi,2077.72,4.47
Sulawesi Barat,2020,K,Jasa Keuangan dan Asuransi,1066.18,2.29
Sulawesi Barat,2020,L,Real Estat,1242.53,2.67
Sulawesi Barat,2020,"M,N",Jasa Perusahaan,29.73,0.06
Sulawesi Barat,2020,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3559.22,7.66
Sulawesi Barat,2020,P,Jasa Pendidikan,2297.13,4.94
Sulawesi Barat,2020,Q,Jasa Kesehatan dan Kegiatan Sosial,915.91,1.97
Sulawesi Barat,2020,"R,S,T,U",Jasa Lainnya,795.07,1.71
Sulawesi Barat,2021,A,"Pertanian, Kehutanan, dan Perikanan",22161.87,43.83
Sulawesi Barat,2021,B,Pertambangan dan Penggalian,1112.49,2.2
Sulawesi Barat,2021,C,Industri Pengolahan,5395.0,10.67
Sulawesi Barat,2021,D,Pengadaan Listrik dan Gas,18.86,0.04
Sulawesi Barat,2021,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",71.58,0.14
Sulawesi Barat,2021,F,Konstruksi,3889.8,7.69
Sulawesi Barat,2021,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4998.51,9.89
Sulawesi Barat,2021,H,Transportasi dan Pergudangan,645.33,1.28
Sulawesi Barat,2021,I,Penyediaan Akomodasi dan Makan Minum,110.89,0.22
Sulawesi Barat,2021,J,Informasi dan Komunikasi,2076.69,4.11
Sulawesi Barat,2021,K,Jasa Keuangan dan Asuransi,1189.98,2.35
Sulawesi Barat,2021,L,Real Estat,1237.19,2.45
Sulawesi Barat,2021,"M,N",Jasa Perusahaan,30.51,0.06
Sulawesi Barat,2021,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3572.52,7.07
Sulawesi Barat,2021,P,Jasa Pendidikan,2303.44,4.56
Sulawesi Barat,2021,Q,Jasa Kesehatan dan Kegiatan Sosial,917.68,1.81
Sulawesi Barat,2021,"R,S,T,U",Jasa Lainnya,833.17,1.65
Sulawesi Barat,2022,A,"Pertanian, Kehutanan, dan Perikanan",23909.1,44.25
Sulawesi Barat,2022,B,Pertambangan dan Penggalian,1161.17,2.15
Sulawesi Barat,2022,C,Industri Pengolahan,5848.12,10.82
Sulawesi Barat,2022,D,Pengadaan Listrik dan Gas,20.55,0.04
Sulawesi Barat,2022,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",71.46,0.13
Sulawesi Barat,2022,F,Konstruksi,4031.58,7.46
Sulawesi Barat,2022,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5360.29,9.92
Sulawesi Barat,2022,H,Transportasi dan Pergudangan,757.68,1.4
Sulawesi Barat,2022,I,Penyediaan Akomodasi dan Makan Minum,126.37,0.23
Sulawesi Barat,2022,J,Informasi dan Komunikasi,2129.12,3.94
Sulawesi Barat,2022,K,Jasa Keuangan dan Asuransi,1272.79,2.36
Sulawesi Barat,2022,L,Real Estat,1346.03,2.49
Sulawesi Barat,2022,"M,N",Jasa Perusahaan,32.75,0.06
Sulawesi Barat,2022,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3650.26,6.76
Sulawesi Barat,2022,P,Jasa Pendidikan,2411.95,4.46
Sulawesi Barat,2022,Q,Jasa Kesehatan dan Kegiatan Sosial,1000.97,1.85
Sulawesi Barat,2022,"R,S,T,U",Jasa Lainnya,898.16,1.66
Sulawesi Barat,2023,A,"Pertanian, Kehutanan, dan Perikanan",26171.84,44.68
Sulawesi Barat,2023,B,Pertambangan dan Penggalian,1288.82,2.2
Sulawesi Barat,2023,C,Industri Pengolahan,6534.37,11.16
