GAMBAR 4.12 JUMLAH FASILITAS KESEHATAN TINGKAT PERTAMA (FKTP) BEKERJASAMA DENGAN BPJS KESEHATAN TAHUN 2014-2018,,,GAMBAR 4.13 PERSENTASE FASILITAS KESEHATAN TINGKAT PERTAMA (FKTP) DAN JEJARING BEKERJASAMA DENGAN BPJS KESEHATAN TAHUN 2018,,,,,,,,,,
"25.000 22.482 21.763 20.708 19.969 20.000 18.437 15.000 10.000 5.000 0 2014 2015 2016 2017 2018 Sumber: Pusat Pembiayaan dan Jaminan Kesehatan, Kemenkes RI, 2019",,,"Jejaring RS Tipe D 5,43% Pratama Dokter 0,12% Praktik Perorangan 24,28% Puskesmas 44,04% Klinik Pratama 26,13%",,,,,,,,,,
,Target Re,nstra 2018:,78%,,,,,,,,,,
34,Papua,394,394,393,394,408,,,,,,,
Indonesia,,9.731,9.754,9.767,9.825,9.993,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Kecamatan,Rasio Puskesmas per Kecamatan,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Aceh,348,289,"1,20",,,,,,,,,
2,Sumatera Utara,581,444,"1,31",,,,,,,,,
3,Sumatera Barat,275,179,"1,54",,,,,,,,,
4,Riau,216,166,"1,30",,,,,,,,,
5,Jambi,195,141,"1,38",,,,,,,,,
6,Sumatera Selatan,332,236,"1,41",,,,,,,,,
7,Bengkulu,180,128,"1,41",,,,,,,,,
8,Lampung,302,228,"1,32",,,,,,,,,
9,Kepulauan Bangka Belitung,64,47,"1,36",,,,,,,,,
10,Kepulauan Riau,83,70,"1,19",,,,,,,,,
11,DKI Jakarta,321,44,"7,30",,,,,,,,,
12,Jawa Barat,1.069,627,"1,70",,,,,,,,,
13,Jawa Tengah,881,573,"1,54",,,,,,,,,
14,DI Yogyakarta,121,78,"1,55",,,,,,,,,
15,Jawa Timur,967,666,"1,45",,,,,,,,,
16,Banten,242,155,"1,56",,,,,,,,,
17,Bali,120,57,"2,11",,,,,,,,,
18,Nusa Tenggara Barat,166,116,"1,43",,,,,,,,,
19,Nusa Tenggara Timur,381,309,"1,23",,,,,,,,,
20,Kalimantan Barat,244,174,"1,40",,,,,,,,,
21,Kalimantan Tengah,200,136,"1,47",,,,,,,,,
22,Kalimantan Selatan,233,153,"1,52",,,,,,,,,
23,Kalimantan Timur,183,103,"1,78",,,,,,,,,
24,Kalimantan Utara,56,53,"1,06",,,,,,,,,
25,Sulawesi Utara,193,171,"1,13",,,,,,,,,
26,Sulawesi Tengah,202,175,"1,15",,,,,,,,,
27,Sulawesi Selatan,458,307,"1,49",,,,,,,,,
28,Sulawesi Tenggara,284,219,"1,30",,,,,,,,,
29,Gorontalo,93,77,"1,21",,,,,,,,,
30,Sulawesi Barat,94,69,"1,36",,,,,,,,,
31,Maluku,208,118,"1,76",,,,,,,,,
32,Maluku Utara,134,115,"1,17",,,,,,,,,
33,Papua Barat,159,218,"0,73",,,,,,,,,
34,Papua,408,560,"0,73",,,,,,,,,
Indonesia,,9.993,7.201,"1,39",,,,,,,,,
No,Provinsi,Jumlah Kabupaten dengan Puskesmas Sesuai Standar*,Puskesmas Dengan Pelayanan Sesuai Standar*,,Puskesmas Belum Sesuai Standar,,Puskesmas Belum Melapor,,,,,,
,,,Jumlah,Persentase,Jumlah,Persentase,Jumlah,Persentase,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,
1,Aceh,22,222,"63,79",174,"0,86",116,"33,33",,,,,
2,Sumatera Utara,33,394,"67,81",0,"29,95",3,"0,52",,,,,
3,Sumatera Barat,18,160,"58,18",29,"0,00",109,"39,64",,,,,
4,Riau,12,181,"83,80",97,"13,43",5,"2,31",,,,,
5,Jambi,11,87,"44,62",20,"49,74",2,"1,03",,,,,
6,Sumatera Selatan,17,275,"82,83",6,"6,02",27,"8,13",,,,,
7,Bengkulu,10,67,"37,22",0,"3,33",107,"59,44",,,,,
8,Lampung,15,127,"42,05",7,"0,00",170,"56,29",,,,,
9,Kepulauan Bangka Belitung,7,56,"88,89",3,"11,11",0,"0,00",,,,,
10,Kepulauan Riau,6,46,"55,42",0,"3,61",25,"30,12",,,,,
11,DKI Jakarta,6,106,"33,02",50,"0,00",234,"72,90",,,,,
12,Jawa Barat,27,694,"64,92",118,"4,68",312,"29,19",,,,,
13,Jawa Tengah,35,758,"86,14",0,"13,41",0,"0,00",,,,,
14,DI Yogyakarta,5,111,"91,74",0,"0,00",10,"8,26",,,,,
15,Jawa Timur,37,627,"64,84",6,"0,00",336,"34,75",,,,,
16,Banten,8,159,"67,09",7,"2,53",68,"28,69",,,,,
17,Bali,9,113,"94,17",0,"5,83",0,"0,00",,,,,
18,Nusa Tenggara Barat,10,86,"51,50",0,"0,00",74,"44,31",,,,,
19,Nusa Tenggara Barat,19,79,"20,90",0,"0,00",293,"77,51",,,,,
20,Kalimantan Barat,13,81,"33,20",10,"0,00",160,"65,57",,,,,
21,Kalimantan Tengah,14,61,"30,50",85,"5,00",125,"62,50",,,,,
22,Kalimantan Selatan,13,145,"62,23",51,"36,48",0,"0,00",,,,,
23,Kalimantan Timur,9,96,"52,46",3,"27,87",32,"17,49",,,,,
24,Kalimantan Utara,4,20,"35,71",0,"5,36",26,"46,43",,,,,
25,Sulawesi Utara,14,102,"52,85",77,"0,00",87,"45,08",,,,,
26,Sulawesi Tengah,13,116,"57,43",51,"38,12",0,"0,00",,,,,
27,Sulawesi Selatan,24,395,"86,24",0,"11,14",5,"1,09",,,,,
28,Sulawesi Tenggara,14,36,"12,68",18,"0,00",238,"83,80",,,,,
29,Gorontalo,6,74,"79,57",24,"19,35",1,"1,08",,,,,
30,Sulawesi Barat,6,58,"61,70",117,"25,53",12,"12,77",,,,,
31,Maluku,11,82,"39,42",60,"56,25",0,"0,00",,,,,
32,Maluku Utara,7,55,"41,04",14,"44,78",14,"10,45",,,,,
33,Papua Barat,11,33,"20,75",1,"8,81",108,"67,92",,,,,
34,Papua,9,18,"4,41",,"0,25",375,"91,91",,,,,
Indonesia,,475,5.720,"57,24",1.031,"10,32",3.074,"30,76",,,,,
No,Provinsi,Jumlah Puskesmas Rawat Inap,,,,,Jumlah Puskesmas Non Rawat Inap,,,,,,
,,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),,
1,Aceh,143,143,143,143,148,194,196,197,198,200,,
2,Sumatera Utara,164,164,164,163,175,406,407,407,408,406,,
3,Sumatera Barat,91,91,91,91,91,173,173,173,178,184,,
4,Riau,79,79,79,80,81,132,133,134,135,135,,
5,Jambi,68,68,68,71,74,108,108,115,115,121,,
6,Sumatera Selatan,95,95,95,95,95,226,227,227,227,237,,
7,Bengkulu,45,46,46,46,47,135,134,134,134,133,,
8,Lampung,101,112,112,115,119,189,179,180,182,183,,
9,Kepulauan Bangka Belitung,20,21,21,21,21,41,41,41,42,43,,
10,Kepulauan Riau,29,28,28,29,32,44,44,45,45,51,,
11,DKI Jakarta,30,30,30,30,28,310,310,310,310,293,,
12,Jawa Barat,176,176,182,185,186,874,874,868,871,883,,
13,Jawa Tengah,318,320,320,322,361,557,555,555,554,520,,
14,DI Yogyakarta,42,43,43,43,49,79,78,78,78,72,,
15,Jawa Timur,518,519,519,520,534,442,441,441,443,433,,
16,Banten,56,56,56,56,56,175,177,177,177,186,,
17,Bali,34,35,35,35,38,86,85,85,85,82,,
18,Nusa Tenggara Barat,109,109,109,110,111,49,49,49,50,55,,
19,Nusa Tenggara Timur,137,137,137,137,151,233,234,234,235,230,,
20,Kalimantan Barat,95,95,95,95,118,143,143,143,146,126,,
21,Kalimantan Tengah,73,73,73,73,75,122,122,122,123,125,,
22,Kalimantan Selatan,45,46,50,50,50,183,184,180,180,183,,
23,Kalimantan Timur,95,95,95,96,97,79,79,80,83,86,,
24,Kalimantan Utara,32,32,32,32,32,16,17,17,17,24,,
25,Sulawesi Utara,92,92,92,92,92,95,95,96,97,101,,
26,Sulawesi Tengah,78,79,79,79,84,106,110,110,114,118,,
27,Sulawesi Selatan,228,227,227,252,269,218,221,221,199,189,,
28,Sulawesi Tenggara,78,80,82,81,82,191,189,187,193,202,,
29,Gorontalo,25,23,23,26,28,68,70,70,67,65,,
30,Sulawesi Barat,44,44,45,45,45,50,50,49,49,49,,
31,Maluku,64,64,64,64,64,133,135,135,135,144,,
32,Maluku Utara,27,27,27,27,36,100,100,101,102,98,,
33,Papua Barat,43,43,44,45,44,106,108,107,110,115,,
34,Papua,104,104,105,105,110,290,290,288,289,298,,
Indonesia,,3.378,3.396,3.411,3.454,3.623,6.353,6.358,6.356,6.371,6.370,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas yang Menyelenggarakan Kesehatan Kerja Dasar,Persentase Puskesmas yang Menyelenggarakan Kesehatan Kerja Dasar,Jumlah Puskesmas yang Melaksanakan Kegiatan Kesehatan Olahraga pada Kelompok Masyarakat di Wilayah Kerjanya,Persentase Puskesmas yang Melaksanakan Kegiatan Kesehatan Olahraga pada Kelompok Masyarakat di Wilayah Kerjanya,Jumlah Puskesmas yang Melaksanakan Kesehatan Olahraga bagi Anak Sekolah Dasar,Persentase Puskesmas yang Melaksanakan Kesehatan Olahraga bagi Anak Sekolah Dasar,Terbentuknya Pos UKK di wilayah kerja Puskesmas,,,,
,,,,,,,,,Sasaran,Capaian,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,
1,Aceh,348,211,"60,63",131,"37,64",132,"37,93",26,35,,,
2,Sumatera Utara,581,276,"47,50",373,"64,20",450,"77,45",77,77,,,
3,Sumatera Barat,275,129,"46,91",204,"74,18",136,"49,45",53,54,,,
4,Riau,216,123,"56,94",98,"45,37",37,"17,13",15,15,,,
5,Jambi,195,156,"80,00",162,"83,08",162,"83,08",53,53,,,
6,Sumatera Selatan,332,276,"83,13",,"0,00",304,"91,57",45,45,,,
7,Bengkulu,180,156,"86,67",179,"99,44",136,"75,56",6,6,,,
8,Lampung,302,229,"75,83",174,"57,62",105,"34,77",45,45,,,
9,Kepulauan Bangka Belitung,64,63,"98,44",63,"98,44",61,"95,31",56,56,,,
10,Kepulauan Riau,83,74,"89,16",74,"89,16",64,"77,11",56,77,,,
11,DKI Jakarta,321,299,"93,15",321,"100,00",265,"82,55",58,58,,,
12,Jawa Barat,1069,712,"66,60",775,"72,50",917,"85,78",261,261,,,
13,Jawa Tengah,881,684,"77,64",639,"72,53",876,"99,43",58,58,,,
14,DI Yogyakarta,121,93,"76,86",80,"66,12",121,"100,00",51,51,,,
15,Jawa Timur,967,925,"95,66",891,"92,14",767,"79,32",317,450,,,
16,Banten,242,187,"77,27",184,"76,03",166,"68,60",41,41,,,
17,Bali,120,107,"89,17",66,"55,00",120,"100,00",20,20,,,
18,Nusa Tenggara Barat,166,149,"89,76",101,"60,84",89,"53,61",27,27,,,
19,Nusa Tenggara Timur,381,192,"50,39",74,"19,42",28,"7,35",19,19,,,
20,Kalimantan Barat,244,120,"49,18",148,"60,66",133,"54,51",27,27,,,
21,Kalimantan Tengah,200,191,"95,50",95,"47,50",171,"85,50",55,55,,,
22,Kalimantan Selatan,233,150,"64,38",175,"75,11",69,"29,61",32,32,,,
23,Kalimantan Timur,183,74,"40,44",85,"46,45",52,"28,42",10,10,,,
24,Kalimantan Utara,56,27,"48,21",27,"48,21",40,"71,43",14,14,,,
25,Sulawesi Utara,193,188,"97,41",189,"97,93",189,"97,93",21,21,,,
26,Sulawesi Tengah,202,111,"54,95",189,"93,56",26,"12,87",75,75,,,
27,Sulawesi Selatan,458,404,"88,21",310,"67,69",68,"14,85",107,107,,,
28,Sulawesi Tenggara,284,209,"73,59",218,"76,76",210,"73,94",121,121,,,
29,Gorontalo,93,93,"100,00",93,"100,00",93,"100,00",9,9,,,
30,Sulawesi Barat,94,81,"86,17",94,"100,00",65,"69,15",6,6,,,
31,Maluku,208,90,"43,27",79,"37,98",118,"56,73",11,11,,,
32,Maluku Utara,134,78,"58,21",78,"58,21",41,"30,60",21,21,,,
33,Papua Barat,159,23,"14,47",26,"16,35",9,"5,66",1,1,,,
34,Papua,408,83,"20,34",49,"12,01",0,"0,00",26,26,,,
Indonesia,,9.993,6.963,"69,68",6.444,"64,49",6.220,"62,24",1.820,1.984,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas yang Menyelenggarakan Pelayanan Kesehatan Tradisional,Persentase Puskesmasyang Menyelenggarakan Pelayanan Kesehatan Tradisional,Jumlah Puskesmas dengan Tenaga Kesehatan yang Sudah Dilatih,,,,Puskesmas yang melakukan Pembinaan Penyehat Tradisional (HATTRA),,,,
,,,,,Dilatih Ramuan,Dilatih Akupunktur,Dilatih Akupressur,"Asuhan Mandiri (ASMAN), Pemanfaatan TOGA, dan Akrupresur",,,,,
(1),(2),(3),(4),(5),(8),(6),(7),(8),(9),,,,
1,Aceh,348,165,"47,41",21,2,81,53,73,,,,
2,Sumatera Utara,581,295,"50,77",44,0,73,32,241,,,,
3,Sumatera Barat,275,124,"45,09",10,0,60,11,74,,,,
4,Riau,216,107,"49,54",29,3,72,22,18,,,,
5,Jambi,195,126,"64,62",6,2,33,42,98,,,,
6,Sumatera Selatan,332,135,"40,66",9,0,72,21,81,,,,
7,Bengkulu,180,61,"33,89",31,0,8,20,48,,,,
8,Lampung,302,258,"85,43",14,3,79,37,247,,,,
9,Kepulauan Bangka Belitung,64,62,"96,88",1,0,28,27,62,,,,
10,Kepulauan Riau,83,73,"87,95",40,3,44,38,52,,,,
11,DKI Jakarta,321,134,"41,74",18,4,43,12,130,,,,
12,Jawa Barat,1.069,259,"24,23",12,2,49,7,214,,,,
13,Jawa Tengah,881,200,"22,70",38,3,142,39,40,,,,
14,DI Yogyakarta,121,94,"77,69",22,3,51,28,54,,,,
15,Jawa Timur,967,257,"26,58",14,5,93,30,148,,,,
16,Banten,242,146,"60,33",30,6,96,36,17,,,,
17,Bali,120,121,"100,83",48,2,114,56,39,,,,
18,Nusa Tenggara Barat,166,161,"96,99",26,0,77,53,141,,,,
19,Nusa Tenggara Timur,381,45,"11,81",5,0,14,1,29,,,,
20,Kalimantan Barat,244,80,"32,79",23,0,50,22,4,,,,
21,Kalimantan Tengah,200,80,"40,00",21,0,24,19,35,,,,
22,Kalimantan Selatan,233,207,"88,84",6,2,13,28,198,,,,
23,Kalimantan Timur,183,159,"86,89",9,1,41,23,144,,,,
24,Kalimantan Utara,56,36,"64,29",0,0,30,3,14,,,,
25,Sulawesi Utara,193,116,"60,10",22,0,76,40,21,,,,
26,Sulawesi Tengah,202,106,"52,48",10,0,96,12,74,,,,
27,Sulawesi Selatan,458,188,"41,05",10,2,122,21,75,,,,
28,Sulawesi Tenggara,284,80,"28,17",26,0,70,42,16,,,,
29,Gorontalo,93,59,"63,44",17,0,17,22,22,,,,
30,Sulawesi Barat,94,33,"35,11",10,1,29,1,0,,,,
31,Maluku,208,132,"63,46",23,1,76,37,112,,,,
32,Maluku Utara,134,95,"70,90",9,0,42,7,90,,,,
33,Papua Barat,159,34,"21,38",4,0,24,2,17,,,,
34,Papua,408,24,"5,88",13,0,15,1,0,,,,
Indonesia,,9.993,4.252,"42,55",621,45,1.954,845,2.628,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas Terakreditasi,Jumlah Kabupaten/Kota yang Memiliki Puskesmas Terakreditasi,Jumlah Kecamatan dengan Minimal 1 Puskesmas Terakreditasi,Persentase Puskesmas Terakreditasi (%),Status Akreditasi Puskesmas,,,,,,
,,,,,,,Dasar,Madya,Utama,Purna,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,
1,Aceh,348,254,23,222,"72,99",88,152,14,0,,,
2,Sumatera Utara,581,401,32,313,"69,02",190,197,15,0,,,
3,Sumatera Barat,275,247,19,157,"89,82",82,146,19,0,,,
4,Riau,216,174,12,144,"80,56",66,93,15,0,,,
5,Jambi,195,166,11,116,"85,13",70,86,10,0,,,
6,Sumatera Selatan,332,261,17,185,"78,61",89,148,21,3,,,
7,Bengkulu,180,137,10,98,"76,11",76,60,1,0,,,
8,Lampung,302,279,15,211,"92,38",38,202,38,1,,,
9,Kepulauan Bangka Belitung,64,59,9,44,"92,19",11,40,8,0,,,
10,Kepulauan Riau,83,69,7,56,"83,13",24,31,14,0,,,
11,DKI Jakarta,321,147,6,44,"45,79",11,92,30,14,,,
12,Jawa Barat,1.069,770,27,544,"72,03",202,479,83,6,,,
13,Jawa Tengah,881,867,35,568,"98,41",187,554,119,7,,,
14,DI Yogyakarta,121,116,5,77,"95,87",9,52,49,6,,,
15,Jawa Timur,967,924,38,654,"95,55",127,578,209,10,,,
16,Banten,242,201,8,134,"83,06",59,129,13,0,,,
17,Bali,120,119,7,57,"99,17",22,76,20,1,,,
18,Nusa Tenggara Barat,166,134,10,103,"80,72",46,71,16,1,,,
19,Nusa Tenggara Timur,381,270,22,230,"70,87",157,106,7,0,,,
20,Kalimantan Barat,244,188,14,140,"77,05",75,105,8,0,,,
21,Kalimantan Tengah,200,137,14,95,"68,50",72,55,9,1,,,
22,Kalimantan Selatan,233,198,13,134,"84,98",92,93,11,1,,,
23,Kalimantan Timur,183,135,10,79,"73,77",53,70,12,0,,,
24,Kalimantan Utara,56,38,5,30,"67,86",20,14,4,0,,,
25,Sulawesi Utara,193,111,15,87,"57,51",66,44,1,0,,,
26,Sulawesi Tengah,202,149,13,124,"73,76",70,73,6,0,,,
27,Sulawesi Selatan,458,400,24,280,"87,34",132,223,41,4,,,
28,Sulawesi Tenggara,284,157,17,131,"55,28",73,82,1,1,,,
29,Gorontalo,93,78,6,63,"83,87",25,43,9,1,,,
30,Sulawesi Barat,94,49,6,41,"52,13",14,31,4,0,,,
31,Maluku,208,88,11,50,"42,31",54,32,2,0,,,
32,Maluku Utara,134,74,10,68,"55,22",39,34,1,0,,,
33,Papua Barat,159,50,12,43,"31,45",26,23,1,0,,,
34,Papua,408,71,16,62,"17,40",40,29,2,0,,,
Indonesia,,9.993,7.518,499,5.384,"75,23",2.405,4.243,813,57,,,
No,Provinsi,Jumlah Puskesmas Yang Memiliki 80% Obat dan Vaksin Esensial,Jumlah Puskesmas yang melapor,Persentase Puskesmas dengan Ketersediaan Obat dan Vaksin Esensial,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Aceh,325,349,"93,12%",,,,,,,,,
2,Sumatera Utara,552,571,"96,67%",,,,,,,,,
3,Sumatera Barat,263,263,"100,00%",,,,,,,,,
4,Riau,208,214,"97,20%",,,,,,,,,
5,Jambi,179,182,"98,35%",,,,,,,,,
6,Sumatera Selatan,58,80,"72,50%",,,,,,,,,
