Dokter Spesialis Lain 16.382 Dokter 37% Spesialis Dasar 17.424 39% Dokter Spesialis Dokter Gigi Penunjang Spesialis 7.787 2.892 18% 6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,UNIT UTAMA,,PENCEGAHAN,PELAYANAN,PELATIHAN DAN,,,,,,,,,,,,,,,,,,,,,,,,,
,,KESEHATAN,DAN,,,DUKUNGAN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KESEHATAN DAN,PENDIDIKAN,,JUMLAH,,,,,,,,,,,,,,,,,,,,,,,
,,MASYARAKAT,PENGENDALIAN,,,MANAJEMEN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JKN,VOKASI,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PENYAKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,42,18,15,33,"78,6",,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,57,24,22,46,"80,7",,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,55,24,19,43,"78,2",,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,31,19,4,23,"74,2",,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,54,24,19,43,"79,6",,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,59,21,23,44,"74,6",,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,13,8,0,8,"61,5",,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,58,22,21,43,"74,1",,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,40,21,10,31,"77,5",,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,120,46,49,95,"79,2",,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,39,22,10,32,"82,1",,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,19,9,4,13,"68,4",,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,14,8,1,9,"64,3",,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,34,19,5,24,"70,6",,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,22,13,4,17,"77,3",,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,26,12,3,15,"57,7",,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,50,26,6,32,"64,0",,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,3.124,956,1.603,2.559,"81,9",,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Rumah Sakit Kabupaten/Kota Kelas C yang Melaporkan Data,Jumlah RS yang Memiliki 4 Dokter Spesialis Dasar dan 3 Dokter Spesialis Penunjang,Persentase,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,24,23,"95,8",,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,34,29,"85,3",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,21,15,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,16,13,"81,3",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,17,12,"70,6",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,30,20,"66,7",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,10,9,"90,0",,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,16,13,"81,3",,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,8,7,"87,5",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,10,4,"40,0",,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta*,0,0,"0,0",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,55,47,"85,5",,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,59,53,"89,8",,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,10,9,"90,0",,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,64,57,"89,1",,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,13,11,"84,6",,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,12,10,"83,3",,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,14,10,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,20,15,"75,0",,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,19,14,"73,7",,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,17,12,"70,6",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,19,14,"73,7",,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,14,10,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,5,3,"60,0",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,17,9,"52,9",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,22,11,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,33,24,"72,7",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,17,7,"41,2",,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,9,6,"66,7",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,7,5,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,13,3,"23,1",,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,9,4,"44,4",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,11,5,"45,5",,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,19,6,"31,6",,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,664,490,"73,8",,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Kabupaten Kota,Target Kabupaten Kota,Jumlah Kab/Kota yang Melaksanakan Kesehatan Kerja,,,Jumlah Puskesmas yang Meningkatkan Aktivitas Fisik,,,,,,,,,,,,,,,,,,,,,,,
,,,,Capaian,Persentase (Target),Persentase,Jumlah Puskesmas,Capaian,Persentase,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,,,,,,,,,,,,,,,,,,
1,Aceh,23,16,12,"75,0","52,2",362,21,"5,8",,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,33,23,23,"100,0","69,7",615,400,"65,0",,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,19,13,18,"138,5","94,7",280,219,"78,2",,,,,,,,,,,,,,,,,,,,,
4,Riau,12,8,8,"100,0","66,7",238,179,"75,2",,,,,,,,,,,,,,,,,,,,,
5,Jambi,11,8,10,"125,0","90,9",207,93,"44,9",,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,17,12,11,"91,7","64,7",348,262,"75,3",,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,10,7,10,"142,9","100,0",179,166,"92,7",,,,,,,,,,,,,,,,,,,,,
8,Lampung,15,11,7,"63,6","46,7",318,278,"87,4",,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,7,5,7,"140,0","100,0",64,52,"81,3",,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,7,5,7,"140,0","100,0",93,89,"95,7",,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,6,4,6,"150,0","100,0",315,293,"93,0",,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,27,19,26,"136,8","96,3",1.100,769,"69,9",,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,35,25,32,"128,0","91,4",880,662,"75,2",,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,6,4,5,"125,0","83,3",121,118,"97,5",,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,38,27,30,"111,1","78,9",969,784,"80,9",,,,,,,,,,,,,,,,,,,,,
16,Banten,8,6,8,"133,3","100,0",247,207,"83,8",,,,,,,,,,,,,,,,,,,,,
17,Bali,9,6,9,"150,0","100,0",120,120,"100,0",,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,9,7,6,"85,7","66,7",176,122,"69,3",,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,22,15,14,"93,3","63,6",429,297,"69,2",,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,14,10,13,"130,0","92,9",248,140,"56,5",,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,14,9,11,"122,2","78,6",204,118,"57,8",,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,13,10,12,"120,0","92,3",241,198,"82,2",,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,10,9,10,"111,1","100,0",188,212,"112,8",,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,5,7,5,"71,4","100,0",57,22,"38,6",,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,15,4,8,"200,0","53,3",199,187,"94,0",,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,13,11,13,"118,2","100,0",218,114,"52,3",,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,24,9,20,"222,2","83,3",472,3,"0,6",,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,17,17,11,"64,7","64,7",302,25,"8,3",,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,6,12,6,"50,0","100,0",93,69,"74,2",,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,6,4,6,"150,0","100,0",98,657,"670,4",,,,,,,,,,,,,,,,,,,,,
31,Maluku,11,4,4,"100,0","36,4",228,1,"0,4",,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,10,8,5,"62,5","50,0",148,42,"28,4",,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,13,7,2,"28,6","15,4",163,13,"8,0",,,,,,,,,,,,,,,,,,,,,
34,Papua,29,20,2,"10,0","6,9",454,49,"10,8",,,,,,,,,,,,,,,,,,,,,
Indonesia,,514,362,377,"104,1","73,3",10.374,6.981,"67,3",,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Pelaksanaan Kesehatan Kerja di Tempat Kerja,,,,Jumlah Instansi Pemerintah yang melaksanakan Pengukuran Kebugaran Jasmani,Jumlah Pembinaan Pemeriksaan Kebugaran Jasmani bagi Jemaah Haji,Jumlah Kelompok Olah Raga,,,,,,,,,,,,,,,,,,,,,,
,,Puskesmas,Perusahaan,POS UKK,GP2SP,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,197,10,187,0,15,254,3.132,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,418,36,304,4,36,188,3.656,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,224,98,398,3,23,432,3.009,,,,,,,,,,,,,,,,,,,,,,
4,Riau,83,14,234,5,250,1970,2.549,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,196,8,194,11,12,121,1.936,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,232,20,250,11,19,729,3.665,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,10,323,0,14,373,3.754,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,123,37,375,20,15,719,5.458,,,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,64,18,109,6,7,153,1.070,,,,,,,,,,,,,,,,,,,,,,
1 0,Kepulauan Riau,93,8,153,15,13,134,1.254,,,,,,,,,,,,,,,,,,,,,,
1 1,DKI Jakarta,297,10,143,122,11,341,2.701,,,,,,,,,,,,,,,,,,,,,,
1 2,Jawa Barat,1037,104,851,158,39,617,12.301,,,,,,,,,,,,,,,,,,,,,,
1 3,Jawa Tengah,759,75,784,251,42,895,9.821,,,,,,,,,,,,,,,,,,,,,,
1 4,DI Yogyakarta,121,19,114,11,35,263,840,,,,,,,,,,,,,,,,,,,,,,
1 5,Jawa Timur,745,162,681,68,38,1256,8.620,,,,,,,,,,,,,,,,,,,,,,
1 6,Banten,252,103,292,45,409,4239,668,,,,,,,,,,,,,,,,,,,,,,
1 7,Bali,119,7,126,2,174,7,2.520,,,,,,,,,,,,,,,,,,,,,,
1 8,Nusa Tenggara Barat,107,3,327,1,11,137,749,,,,,,,,,,,,,,,,,,,,,,
1 9,Nusa Tenggara Timur,154,176,663,0,245,38,1.412,,,,,,,,,,,,,,,,,,,,,,
2 0,Kalimantan Barat,189,1,189,3,13,258,1.389,,,,,,,,,,,,,,,,,,,,,,
2 1,Kalimantan Tengah,170,11,114,19,14,300,3.561,,,,,,,,,,,,,,,,,,,,,,
2 2,Kalimantan Selatan,175,11,277,3,40,2007,431,,,,,,,,,,,,,,,,,,,,,,
2 3,Kalimantan Timur,189,221,193,5,13,826,1.636,,,,,,,,,,,,,,,,,,,,,,
2 4,Kalimantan Utara,57,11,50,2,5,62,209,,,,,,,,,,,,,,,,,,,,,,
2 5,Sulawesi Utara,81,20,112,0,8,4,1.844,,,,,,,,,,,,,,,,,,,,,,
2 6,Sulawesi Tengah,217,217,871,0,124,589,2.889,,,,,,,,,,,,,,,,,,,,,,
2 7,Sulawesi Selatan,411,36,682,34,128,676,6.035,,,,,,,,,,,,,,,,,,,,,,
2 8,Sulawesi Tenggara,191,189,240,0,14,281,2.028,,,,,,,,,,,,,,,,,,,,,,
2 9,Gorontalo,93,0,58,0,6,63,861,,,,,,,,,,,,,,,,,,,,,,
3 0,Sulawesi Barat,98,15,120,0,8,181,1.043,,,,,,,,,,,,,,,,,,,,,,
3 1,Maluku,79,4,77,0,6,48,561,,,,,,,,,,,,,,,,,,,,,,
3 2,Maluku Utara,61,0,56,0,9,28,78,,,,,,,,,,,,,,,,,,,,,,
3 3,Papua Barat,28,7,18,0,3,9,231,,,,,,,,,,,,,,,,,,,,,,
3 4,Papua,35,17,28,0,29,41,5.342,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,7.474,1.678,9.593,799,1.828,18.239,97.253,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Sepenuhnya RME,Sebagian RME,Belum RME,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,6,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,19,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,5,24,51,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,12,32,29,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,7,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,17,24,58,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,2,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,8,36,61,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,6,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,23,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,62,142,132,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,46,148,104,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,21,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,33,124,199,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,21,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,15,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,3,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,0,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,6,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,5,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,4,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,4,33,16,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,2,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,1,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,7,65,31,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,3,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,0,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,1,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,0,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,345,919,1.160,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Dokter Spesialis,,,Dokter,,,Total,,,Dokter Gigi Spesialis,,,Dokter Gigi,,,Total,,,,,,,,,,,,,
,,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),,,,,,,,,,,
1,Aceh,470,433,903,640,975,1.615,1.110,1.408,2.518,9,15,24,37,89,126,46,104,150,,,,,,,,,,,
2,Sumatera Utara,1.239,881,2.120,1.443,1.917,3.360,2.682,2.798,5.480,28,61,89,89,310,399,117,371,488,,,,,,,,,,,
3,Sumatera Barat,502,491,993,442,957,1.399,944,1.448,2.392,9,20,29,29,117,146,38,137,175,,,,,,,,,,,
4,Riau,570,381,951,525,905,1.430,1.095,1.286,2.381,13,30,43,43,140,183,56,170,226,,,,,,,,,,,
5,Jambi,217,169,386,180,373,553,397,542,939,7,9,16,17,62,79,24,71,95,,,,,,,,,,,
6,Sumatera Selatan,548,515,1.063,646,1.080,1.726,1.194,1.595,2.789,15,25,40,31,129,160,46,154,200,,,,,,,,,,,
7,Bengkulu,121,87,208,98,223,321,219,310,529,1,7,8,10,47,57,11,54,65,,,,,,,,,,,
8,Lampung,464,265,729,365,611,976,829,876,1.705,8,14,22,24,64,88,32,78,110,,,,,,,,,,,
9,Kep. Bangka Belitung,129,94,223,116,179,295,245,273,518,7,13,20,8,17,25,15,30,45,,,,,,,,,,,
10,Kepulauan Riau,250,148,398,199,332,531,449,480,929,14,14,28,14,43,57,28,57,85,,,,,,,,,,,
11,DKI Jakarta,3.295,3.009,6.304,1.775,3.074,4.849,5.070,6.083,11.153,202,473,675,299,1.133,1.432,501,1.606,2.107,,,,,,,,,,,
12,Jawa Barat,3.469,2.631,6.100,3.141,4.358,7.499,6.610,6.989,13.599,158,301,459,224,746,970,382,1.047,1.429,,,,,,,,,,,
13,Jawa Tengah,2.621,1.752,4.373,2.021,3.031,5.052,4.642,4.783,9.425,91,131,222,170,537,707,261,668,929,,,,,,,,,,,
14,DI Yogyakarta,582,567,1.149,935,1.137,2.072,1.517,1.704,3.221,59,111,170,73,176,249,132,287,419,,,,,,,,,,,
15,Jawa Timur,3.201,2.277,5.478,3.245,3.981,7.226,6.446,6.258,12.704,168,322,490,305,878,1.183,473,1.200,1.673,,,,,,,,,,,
16,Banten,1.087,918,2.005,892,1.568,2.460,1.979,2.486,4.465,35,92,127,41,225,266,76,317,393,,,,,,,,,,,
17,Bali,948,585,1.533,1.356,1.438,2.794,2.304,2.023,4.327,29,30,59,70,168,238,99,198,297,,,,,,,,,,,
18,Nusa Tenggara Barat,238,185,423,266,419,685,504,604,1.108,4,16,20,12,50,62,16,66,82,,,,,,,,,,,
19,Nusa Tenggara Timur,190,168,358,272,441,713,462,609,1.071,2,8,10,11,49,60,13,57,70,,,,,,,,,,,
20,Kalimantan Barat,259,167,426,271,346,617,530,513,1.043,11,10,21,28,49,77,39,59,98,,,,,,,,,,,
21,Kalimantan Tengah,158,131,289,159,231,390,317,362,679,5,10,15,15,38,53,20,48,68,,,,,,,,,,,
22,Kalimantan Selatan,338,241,579,246,313,559,584,554,1.138,16,25,41,40,64,104,56,89,145,,,,,,,,,,,
23,Kalimantan Timur,428,324,752,325,601,926,753,925,1.678,18,41,59,28,78,106,46,119,165,,,,,,,,,,,
24,Kalimantan Utara,74,55,129,82,,191,156,164,320,5,5,10,4,14,18,9,19,28,,,,,,,,,,,
25,Sulawesi Utara,297,272,569,672,783,1.455,969,1.055,2.024,7,8,15,25,77,102,32,85,117,,,,,,,,,,,
26,Sulawesi Tengah,138,155,293,169,331,500,307,486,793,0,4,4,17,42,59,17,46,63,,,,,,,,,,,
27,Sulawesi Selatan,729,881,1.610,904,1.418,2.322,1.633,2.299,3.932,30,89,119,100,309,409,130,398,528,,,,,,,,,,,
28,Sulawesi Tenggara,135,124,259,150,205,355,285,329,614,6,9,15,20,54,74,26,63,89,,,,,,,,,,,
29,Gorontalo,82,68,150,91,148,239,173,216,389,2,2,4,6,12,18,8,14,22,,,,,,,,,,,
30,Sulawesi Barat,49,66,115,31,69,100,80,135,215,3,7,10,5,13,18,8,20,28,,,,,,,,,,,
31,Maluku,85,77,162,135,301,436,220,378,598,3,5,8,7,17,24,10,22,32,,,,,,,,,,,
32,Maluku Utara,70,57,127,85,130,241,155,187,342,4,2,6,7,12,19,11,14,25,,,,,,,,,,,
33,Papua Barat,73,50,123,101,191,270,174,241,415,0,1,1,15,21,36,15,22,37,,,,,,,,,,,
34,Papua,166,144,310,222,346,486,388,490,878,2,10,12,16,35,51,18,45,63,,,,,,,,,,,
Indonesia,,23.222,18.368,41.590,22.200,32.521,54.721,45.422,50.889,96.311,971,1.920,2.891,1.840,5.815,7.655,2.811,7.735,10.546,,,,,,,,,,,
No,Provinsi,Dokter Spesialis Dasar,,,,Dokter Spesialis Penunjang,,,,,Spesialis Lain,Dokter Gigi Spesialis,Total,,,,,,,,,,,,,,,,,
,,Spesialis Penyakit Dalam,Spesialis Obstetri dan Ginekologi,Spesialis Anak,Spesialis Bedah,Spesialis Radiologi,Spesialis Anestesi,Spesialis Patologi Klinik,Spesialis Patologi Anatomi,Spesialis Rehabilita si,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,,,,,,,,,,,,,,,,
1,Aceh,133,93,86,76,25,58,39,11,12,370,25,928,,,,,,,,,,,,,,,,,
2,Sumatera Utara,286,257,249,164,57,121,106,43,21,816,89,2.209,,,,,,,,,,,,,,,,,
3,Sumatera Barat,120,107,100,80,22,54,55,23,13,419,30,1.023,,,,,,,,,,,,,,,,,
4,Riau,114,135,107,73,35,56,37,17,14,363,43,994,,,,,,,,,,,,,,,,,
5,Jambi,58,53,38,30,18,27,21,9,9,123,16,402,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,163,166,120,91,31,58,29,29,16,361,40,1.104,,,,,,,,,,,,,,,,,
7,Bengkulu,25,32,23,25,5,15,12,4,2,65,8,216,,,,,,,,,,,,,,,,,
8,Lampung,90,108,76,67,33,50,34,15,13,243,22,751,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,28,30,27,15,12,11,13,6,10,71,20,243,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,38,51,48,38,19,32,19,10,5,138,28,426,,,,,,,,,,,,,,,,,
11,DKI Jakarta,711,638,676,265,260,445,171,93,157,2.884,688,6.988,,,,,,,,,,,,,,,,,
12,Jawa Barat,722,738,709,426,278,451,220,76,172,2.308,452,6.552,,,,,,,,,,,,,,,,,
13,Jawa Tengah,572,484,439,337,194,328,148,56,116,1.701,227,4.602,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,131,97,125,70,56,67,45,21,18,519,165,1.314,,,,,,,,,,,,,,,,,
15,Jawa Timur,621,597,510,370,250,365,207,101,143,2.314,490,5.968,,,,,,,,,,,,,,,,,
16,Banten,254,275,238,127,83,156,71,20,47,736,122,2.129,,,,,,,,,,,,,,,,,
17,Bali,183,198,165,127,49,106,32,31,13,629,59,1.592,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,48,54,46,32,21,22,19,7,7,167,20,443,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,62,55,47,45,18,27,23,6,7,69,10,369,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,54,54,50,42,19,33,17,5,9,143,21,447,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,40,30,33,28,14,21,21,5,4,93,15,304,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,71,69,52,36,25,38,29,7,16,236,41,620,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,79,95,80,54,31,64,30,14,17,288,59,811,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,16,15,17,11,,7,7,2,2,46,10,139,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,103,65,76,48,22,38,15,5,19,180,15,586,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,45,35,35,26,17,16,13,4,4,98,5,298,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,196,172,142,131,96,90,84,36,18,646,116,1.727,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,33,28,30,20,16,20,16,1,2,91,15,272,,,,,,,,,,,,,,,,,
29,Gorontalo,22,13,17,11,8,10,5,4,6,54,4,154,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,14,11,13,11,5,15,7,0,1,38,10,125,,,,,,,,,,,,,,,,,
31,Maluku,19,19,18,21,9,14,11,3,4,44,8,170,,,,,,,,,,,,,,,,,
32,Maluku Utara,21,18,19,14,4,241,7,1,4,26,6,133,,,,,,,,,,,,,,,,,
33,Papua Barat,22,24,18,14,8,270,7,0,2,21,1,124,,,,,,,,,,,,,,,,,
34,Papua,33,41,40,46,14,486,19,0,7,82,12,322,,,,,,,,,,,,,,,,,
Indonesia,,5.127,4.857,4.469,2.971,1.760,2.863,1.589,665,910,16.382,2.892,44.485,,,,,,,,,,,,,,,,,
No,Provinsi,Spesialis Anak,,Spesialis Obstetri dan Ginekologi,,Spesialis Penyakit Dalam,,Spesialis Bedah,,Spesialis Anestesi,,Spesialis Patologi Klinik,,Spesialis Radiologi,,Total,,,,,,,,,,,,,,
,,PBL/ ASN,PBTL-nonASN,PBL/ ASN,PBTL-nonASN,PBL/ ASN,PBTL-nonASN,PBL/ ASN,PBTL-nonASN,PBL/ ASN,PBTL-nonASN,PBL/ ASN,PBTL-nonASN,PBL/ ASN,PBTL-nonASN,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),,,,,,,,,,,,,,
1,Aceh,2,0,0,0,3,0,1,1,0,0,1,0,3,0,11,,,,,,,,,,,,,,
2,Sumatera Utara,2,1,2,2,2,1,1,2,0,0,1,0,0,0,14,,,,,,,,,,,,,,
3,Sumatera Barat,1,1,1,4,2,3,1,2,1,2,6,0,2,0,26,,,,,,,,,,,,,,
