,76,,,,,,,,,,,,
,,,,,,,,,,Keerom,Towe Hitam,,
,,,,,,,,,,,Senggi,,
,,,,,,,,,,,Waris,,
,,,,,,,,,,Supiori,Sowek,,
,,,,,,,,,,,Sabar Miokre,,
,,,,,,,,,,Kota Jayapura,Koya Barat,,
,,,,,,,,,,,Skow Mabo,,
No,Provinsi,Fasilitas Kesehatan Tingkat Pertama,,,,,,,Total,,,,
,,Dokter Praktik Perorangan,Klinik POLRI,Klinik Pratama,Klinik TNI,Puskesmas,RS Tipe D Pratama,Praktik Dokter Gigi,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,
1,Aceh,65,26,81,25,336,-,6,539,,,,
2,Sumatera Utara,94,36,320,31,577,1,9,1.068,,,,
3,Sumatera Barat,83,22,70,16,262,-,34,487,,,,
4,Riau,79,14,121,15,216,-,22,467,,,,
5,Jambi,67,12,25,5,186,-,13,308,,,,
6,Sumatera Selatan,176,18,102,21,325,-,27,669,,,,
7,Bengkulu,81,13,10,5,180,-,9,298,,,,
8,Lampung,100,11,106,14,291,-,11,533,,,,
9,Kepulauan Bangka Belitung,51,8,6,4,61,1,4,135,,,,
10,Kepulauan Riau,8,7,88,18,75,-,3,199,,,,
11,DKI Jakarta,10,22,175,64,332,1,2,606,,,,
12,Jawa Barat,478,44,756,66,1.057,-,80,2.481,,,,
13,Jawa Tengah,1.031,42,347,55,876,-,305,2.656,,,,
14,D I Yogyakarta,106,6,55,9,121,-,34,331,,,,
15,Jawa Timur,589,46,384,97,962,-,203,2.281,,,,
16,Banten,9,14,273,10,234,-,6,546,,,,
17,Bali,272,12,55,15,120,-,78,552,,,,
18,Nusa Tenggara Barat,82,12,11,10,159,-,10,284,,,,
19,Nusa Tenggara Timur,91,21,23,20,381,-,23,559,,,,
20,Kalimantan Barat,56,16,18,23,238,-,17,368,,,,
21,Kalimantan Tengah,53,18,19,8,198,-,4,300,,,,
22,Kalimantan Selatan,126,17,20,20,229,-,29,441,,,,
23,Kalimantan Timur,112,13,64,22,179,-,53,443,,,,
24,Kalimantan Utara,28,4,2,12,49,-,8,103,,,,
25,Sulawesi Utara,121,14,13,14,188,-,17,367,,,,
26,Sulawesi Tengah,39,12,18,8,187,-,12,276,,,,
27,Sulawesi Selatan,179,31,63,40,451,-,77,841,,,,
28,Sulawesi Tenggara,48,13,12,8,271,1,8,361,,,,
29,Gorontalo,30,8,10,7,93,-,5,153,,,,
30,Sulawesi Barat,25,5,5,3,94,-,8,140,,,,
31,Maluku,30,9,1,12,193,-,7,252,,,,
32,Maluku Utara,40,9,3,8,128,3,9,200,,,,
33,Papua Barat,31,5,10,6,149,1,4,206,,,,
34,Papua,51,11,14,29,401,2,11,519,,,,
Total,,4.441,571,3.280,720,9.799,10,1.148,19.969,,,,
No,Provinsi,Jumlah Kabupaten/Kota,Jumlah Puskesmas Sasaran,Puskesmas yang melakukan tatalaksana kasus kekerasan terhadap anak (target 4 puskesmas per kab./kota,,,,,,,,,
,,,,Jumlah puskesmas,jumlah kab/kota,%,,,,,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,,
1,Aceh,23,-,90,9,"40,91",,,,,,,
2,Sumatera Utara,33,-,910,6,"18,18",,,,,,,
3,Sumatera Barat,19,-,45,4,"22,22",,,,,,,
4,Riau,12,221,39,1,"8,33",,,,,,,
5,Jambi,11,-,33,1,"9,09",,,,,,,
6,Sumatera Selatan,17,-,33,1,"5,88",,,,,,,
7,Bengkulu,10,180,52,7,"70,00",,,,,,,
8,Lampung,15,292,90,15,"100,00",,,,,,,
9,Kepulauan Bangka Belitung,7,62,23,2,"28,57",,,,,,,
10,Kepulauan Riau,7,76,37,5,"71,43",,,,,,,
11,DKI Jakarta,6,44,44,6,"100,00",,,,,,,
12,Jawa Barat,27,1.065,140,11,"40,74",,,,,,,
13,Jawa Tengah,35,875,256,20,"57,14",,,,,,,
14,DI Yogyakarta,5,121,30,5,"100,00",,,,,,,
15,Jawa Timur,38,960,184,9,"23,68",,,,,,,
16,Banten,8,-,47,4,"50,00",,,,,,,
17,Bali,9,120,43,9,"100,00",,,,,,,
18,Nusa Tenggara Barat,10,0,27,2,"20,00",,,,,,,
19,Nusa Tenggara Timur,22,368,137,17,"77,27",,,,,,,
20,Kalimantan Barat,14,239,83,6,"42,86",,,,,,,
21,Kalimantan Tengah,14,195,23,1,"7,14",,,,,,,
22,Kalimantan Selatan,13,-,40,4,"30,77",,,,,,,
23,Kalimantan Timur,10,-,47,3,"30,00",,,,,,,
24,Kalimantan Utara,5,59,16,2,"40,00",,,,,,,
25,Sulawesi Utara,15,192,59,8,"53,33",,,,,,,
26,Sulawesi Tengah,13,-,22,0,"0,00",,,,,,,
27,Sulawesi Selatan,24,-,59,4,"16,67",,,,,,,
28,Sulawesi Tenggara,17,275,25,8,"47,06",,,,,,,
29,Gorontalo,6,93,15,0,"0,00",,,,,,,
30,Sulawesi Barat,6,95,28,4,"66,67",,,,,,,
31,Maluku,11,189,21,3,"27,27",,,,,,,
32,Maluku Utara,10,-,14,0,"0,00",,,,,,,
33,Papua Barat,13,-,40,9,"81,82",,,,,,,
34,Papua,29,-,19,0,"0,00",,,,,,,
Indonesia,,514,5.721,2.771,186,"36,19",,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas Menyelenggarakan PKPR,Persentase Puskesmas Menyelenggarakan PKPR,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Aceh,337,153,"45,40",,,,,,,,,
2,Sumatera Utara,570,171,"30,00",,,,,,,,,
3,Sumatera Barat,264,112,"42,42",,,,,,,,,
4,Riau,211,76,"36,02",,,,,,,,,
5,Jambi,176,58,"32,95",,,,,,,,,
6,Sumatera Selatan,321,132,"41,12",,,,,,,,,
7,Bengkulu,180,87,"48,33",,,,,,,,,
8,Lampung,290,111,"38,28",,,,,,,,,
9,Kepulauan Bangka Belitung,61,52,"85,25",,,,,,,,,
10,Kepulauan Riau,73,46,"63,01",,,,,,,,,
11,DKI Jakarta,340,44,"12,94",,,,,,,,,
12,Jawa Barat,1.050,524,"49,90",,,,,,,,,
13,Jawa Tengah,875,285,"32,57",,,,,,,,,
14,DI Yogyakarta,121,76,"62,81",,,,,,,,,
15,Jawa Timur,960,283,"29,48",,,,,,,,,
16,Banten,231,148,"64,07",,,,,,,,,
17,Bali,120,84,"70,00",,,,,,,,,
18,Nusa Tenggara Barat,158,83,"52,53",,,,,,,,,
19,Nusa Tenggara Timur,370,146,"39,46",,,,,,,,,
20,Kalimantan Barat,238,125,"52,52",,,,,,,,,
21,Kalimantan Tengah,195,23,"11,79",,,,,,,,,
22,Kalimantan Selatan,228,38,"16,67",,,,,,,,,
23,Kalimantan Timur,174,36,"20,69",,,,,,,,,
24,Kalimantan Utara,48,18,"37,50",,,,,,,,,
25,Sulawesi Utara,187,52,"27,81",,,,,,,,,
26,Sulawesi Tengah,184,8,"4,35",,,,,,,,,
27,Sulawesi Selatan,446,105,"23,54",,,,,,,,,
28,Sulawesi Tenggara,269,49,"18,22",,,,,,,,,
29,Gorontalo,93,24,"25,81",,,,,,,,,
30,Sulawesi Barat,94,15,"15,96",,,,,,,,,
31,Maluku,197,46,"23,35",,,,,,,,,
32,Maluku Utara,127,"9,00","7,09",,,,,,,,,
33,Papua Barat,149,24,"16,11",,,,,,,,,
34,Papua,394,0,"0,00",,,,,,,,,
Indonesia,,9.731,3.243,"33,33",,,,,,,,,
No,Provinsi,Jumlah PKM,PKM Melaksanakan Penjaringan Peserta Didik Kelas I,,,,,,,,,,
,,,Jumlah,%,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Aceh,337,258,"76,56",,,,,,,,,
2,Sumatera Utara,570,208,"36,49",,,,,,,,,
3,Sumatera Barat,264,242,"91,67",,,,,,,,,
4,Riau,211,154,"72,99",,,,,,,,,
5,Jambi,176,115,"65,34",,,,,,,,,
6,Sumatera Selatan,321,-,-,,,,,,,,,
7,Bengkulu,180,149,"82,78",,,,,,,,,
8,Lampung,290,286,"98,62",,,,,,,,,
9,Kepulauan Bangka Belitung,61,62,"101,64",,,,,,,,,
10,Kepulauan Riau,73,43,"58,90",,,,,,,,,
11,DKI Jakarta,340,44,"12,94",,,,,,,,,
12,Jawa Barat,1.050,817,"77,81",,,,,,,,,
13,Jawa Tengah,875,734,"83,89",,,,,,,,,
14,DI Yogyakarta,121,121,"100,00",,,,,,,,,
15,Jawa Timur,960,960,"100,00",,,,,,,,,
16,Banten,231,175,"75,76",,,,,,,,,
17,Bali,120,120,"100,00",,,,,,,,,
18,Nusa Tenggara Barat,158,158,"100,00",,,,,,,,,
19,Nusa Tenggara Timur,370,-,-,,,,,,,,,
20,Kalimantan Barat,238,42,"17,65",,,,,,,,,
21,Kalimantan Tengah,195,-,-,,,,,,,,,
22,Kalimantan Selatan,228,75,"32,89",,,,,,,,,
23,Kalimantan Timur,174,134,"77,01",,,,,,,,,
24,Kalimantan Utara,48,18,"37,50",,,,,,,,,
25,Sulawesi Utara,187,126,"67,38",,,,,,,,,
26,Sulawesi Tengah,184,15,"8,15",,,,,,,,,
27,Sulawesi Selatan,446,48,"10,76",,,,,,,,,
28,Sulawesi Tenggara,269,224,"83,27",,,,,,,,,
29,Gorontalo,93,91,"97,85",,,,,,,,,
30,Sulawesi Barat,94,46,"48,94",,,,,,,,,
31,Maluku,197,23,"11,68",,,,,,,,,
32,Maluku Utara,127,-,-,,,,,,,,,
33,Papua Barat,149,32,"21,48",,,,,,,,,
34,Papua,394,21,"5,33",,,,,,,,,
Indonesia,,9.731,5.541,"56,94",,,,,,,,,
No,Provinsi,Jumlah PKM,PKM Melaksanakan Penjaringan Peserta Didik Kelas VII dan X,,,,,,,,,,
,,,Jumlah,%,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,
1,Aceh,337,169,"50,15",,,,,,,,,
2,Sumatera Utara,570,170,"29,82",,,,,,,,,
3,Sumatera Barat,264,223,"84,47",,,,,,,,,
4,Riau,211,138,"65,40",,,,,,,,,
5,Jambi,176,87,"49,43",,,,,,,,,
6,Sumatera Selatan,321,-,-,,,,,,,,,
7,Bengkulu,180,77,"42,78",,,,,,,,,
8,Lampung,290,269,"92,76",,,,,,,,,
9,Kepulauan Bangka Belitung,61,54,"88,52",,,,,,,,,
10,Kepulauan Riau,73,29,"39,73",,,,,,,,,
11,DKI Jakarta,340,44,"12,94",,,,,,,,,
12,Jawa Barat,1.050,596,"56,76",,,,,,,,,
13,Jawa Tengah,875,677,"77,35",,,,,,,,,
14,DI Yogyakarta,121,107,"88,43",,,,,,,,,
15,Jawa Timur,960,960,"100,00",,,,,,,,,
16,Banten,231,172,"74,46",,,,,,,,,
17,Bali,120,120,"100,00",,,,,,,,,
18,Nusa Tenggara Barat,158,112,"70,89",,,,,,,,,
19,Nusa Tenggara Timur,370,0,"0,00",,,,,,,,,
20,Kalimantan Barat,238,31,"13,03",,,,,,,,,
21,Kalimantan Tengah,195,0,"0,00",,,,,,,,,
22,Kalimantan Selatan,228,56,"24,56",,,,,,,,,
23,Kalimantan Timur,174,105,"60,34",,,,,,,,,
24,Kalimantan Utara,48,20,"41,67",,,,,,,,,
25,Sulawesi Utara,187,103,"55,08",,,,,,,,,
26,Sulawesi Tengah,184,15,"8,15",,,,,,,,,
27,Sulawesi Selatan,446,0,"0,00",,,,,,,,,
28,Sulawesi Tenggara,269,215,"79,93",,,,,,,,,
29,Gorontalo,93,35,"37,63",,,,,,,,,
30,Sulawesi Barat,94,59,"62,77",,,,,,,,,
31,Maluku,197,52,"26,40",,,,,,,,,
32,Maluku Utara,127,-,-,,,,,,,,,
33,Papua Barat,149,24,"16,11",,,,,,,,,
34,Papua,394,0,"0,00",,,,,,,,,
Indonesia,,9.731,4.719,"48,49",,,,,,,,,
