,"20% 15% 13,4% 13,2% 13,0% 12,9% 11,3% 10,2% 9,8% 9,6% 10% 6,6% 5% 0% Ahli Gizi Farmasi Kesehatan Kesehatan Dokter Bidan Perawat Dokter Gigi Teknologi Lingkungan Masyarakat Umum Laboratorium Medik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,UNIT UTAMA,,PENCEGAHAN,PELAYANAN,PELATIHAN DAN,,,,,,,,,,,,,,,,,,,,,,,,,
,,KESEHATAN,DAN,,,DUKUNGAN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KESEHATAN DAN,PENDIDIKAN,,JUMLAH,,,,,,,,,,,,,,,,,,,,,,,
,,MASYARAKAT,PENGENDALIAN,,,MANAJEMEN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JKN,VOKASI,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PENYAKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Rumah Sakit Kabupaten/Kota Kelas C yang Melaporkan Data,Jumlah RS yang Memiliki 4 Dokter Spesialis Dasar dan 3 Dokter Spesialis Penunjang,Persentase,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,24,23,"95,8",,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,34,29,"85,3",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,21,15,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,16,13,"81,3",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,17,12,"70,6",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,30,20,"66,7",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,10,9,"90,0",,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,16,13,"81,3",,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,8,7,"87,5",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,10,4,"40,0",,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta*,0,0,"0,0",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,55,47,"85,5",,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,59,53,"89,8",,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,10,9,"90,0",,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,64,57,"89,1",,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,13,11,"84,6",,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,12,10,"83,3",,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,14,10,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,20,15,"75,0",,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,19,14,"73,7",,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,17,12,"70,6",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,19,14,"73,7",,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,14,10,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,5,3,"60,0",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,17,9,"52,9",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,22,11,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,33,24,"72,7",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,17,7,"41,2",,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,9,6,"66,7",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,7,5,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,13,3,"23,1",,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,9,4,"44,4",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,11,5,"45,5",,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,19,6,"31,6",,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,664,490,"73,8",,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Kabupaten Kota,Target Kabupaten Kota,Jumlah Kab/Kota yang Melaksanakan Kesehatan Kerja,,,Jumlah Puskesmas yang Meningkatkan Aktivitas Fisik,,,,,,,,,,,,,,,,,,,,,,,
,,,,Capaian,Persentase (Target),Persentase,Jumlah Puskesmas,Capaian,Persentase,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,,,,,,,,,,,,,,,,,,
1,Aceh,23,16,12,"75,0","52,2",362,21,"5,8",,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,33,23,23,"100,0","69,7",615,400,"65,0",,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,19,13,18,"138,5","94,7",280,219,"78,2",,,,,,,,,,,,,,,,,,,,,
4,Riau,12,8,8,"100,0","66,7",238,179,"75,2",,,,,,,,,,,,,,,,,,,,,
5,Jambi,11,8,10,"125,0","90,9",207,93,"44,9",,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,17,12,11,"91,7","64,7",348,262,"75,3",,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,10,7,10,"142,9","100,0",179,166,"92,7",,,,,,,,,,,,,,,,,,,,,
8,Lampung,15,11,7,"63,6","46,7",318,278,"87,4",,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,7,5,7,"140,0","100,0",64,52,"81,3",,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,7,5,7,"140,0","100,0",93,89,"95,7",,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,6,4,6,"150,0","100,0",315,293,"93,0",,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,27,19,26,"136,8","96,3",1.100,769,"69,9",,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,35,25,32,"128,0","91,4",880,662,"75,2",,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,6,4,5,"125,0","83,3",121,118,"97,5",,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,38,27,30,"111,1","78,9",969,784,"80,9",,,,,,,,,,,,,,,,,,,,,
16,Banten,8,6,8,"133,3","100,0",247,207,"83,8",,,,,,,,,,,,,,,,,,,,,
17,Bali,9,6,9,"150,0","100,0",120,120,"100,0",,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,9,7,6,"85,7","66,7",176,122,"69,3",,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,22,15,14,"93,3","63,6",429,297,"69,2",,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,14,10,13,"130,0","92,9",248,140,"56,5",,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,14,9,11,"122,2","78,6",204,118,"57,8",,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,13,10,12,"120,0","92,3",241,198,"82,2",,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,10,9,10,"111,1","100,0",188,212,"112,8",,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,5,7,5,"71,4","100,0",57,22,"38,6",,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,15,4,8,"200,0","53,3",199,187,"94,0",,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,13,11,13,"118,2","100,0",218,114,"52,3",,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,24,9,20,"222,2","83,3",472,3,"0,6",,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,17,17,11,"64,7","64,7",302,25,"8,3",,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,6,12,6,"50,0","100,0",93,69,"74,2",,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,6,4,6,"150,0","100,0",98,657,"670,4",,,,,,,,,,,,,,,,,,,,,
31,Maluku,11,4,4,"100,0","36,4",228,1,"0,4",,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,10,8,5,"62,5","50,0",148,42,"28,4",,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,13,7,2,"28,6","15,4",163,13,"8,0",,,,,,,,,,,,,,,,,,,,,
34,Papua,29,20,2,"10,0","6,9",454,49,"10,8",,,,,,,,,,,,,,,,,,,,,
Indonesia,,514,362,377,"104,1","73,3",10.374,6.981,"67,3",,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Pelaksanaan Kesehatan Kerja di Tempat Kerja,,,,Jumlah Instansi Pemerintah yang melaksanakan Pengukuran Kebugaran Jasmani,Jumlah Pembinaan Pemeriksaan Kebugaran Jasmani bagi Jemaah Haji,Jumlah Kelompok Olah Raga,,,,,,,,,,,,,,,,,,,,,,
,,Puskesmas,Perusahaan,POS UKK,GP2SP,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,197,10,187,0,15,254,3.132,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,418,36,304,4,36,188,3.656,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,224,98,398,3,23,432,3.009,,,,,,,,,,,,,,,,,,,,,,
4,Riau,83,14,234,5,250,1970,2.549,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,196,8,194,11,12,121,1.936,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,232,20,250,11,19,729,3.665,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,10,323,0,14,373,3.754,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,123,37,375,20,15,719,5.458,,,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,64,18,109,6,7,153,1.070,,,,,,,,,,,,,,,,,,,,,,
1 0,Kepulauan Riau,93,8,153,15,13,134,1.254,,,,,,,,,,,,,,,,,,,,,,
1 1,DKI Jakarta,297,10,143,122,11,341,2.701,,,,,,,,,,,,,,,,,,,,,,
1 2,Jawa Barat,1037,104,851,158,39,617,12.301,,,,,,,,,,,,,,,,,,,,,,
1 3,Jawa Tengah,759,75,784,251,42,895,9.821,,,,,,,,,,,,,,,,,,,,,,
1 4,DI Yogyakarta,121,19,114,11,35,263,840,,,,,,,,,,,,,,,,,,,,,,
1 5,Jawa Timur,745,162,681,68,38,1256,8.620,,,,,,,,,,,,,,,,,,,,,,
1 6,Banten,252,103,292,45,409,4239,668,,,,,,,,,,,,,,,,,,,,,,
1 7,Bali,119,7,126,2,174,7,2.520,,,,,,,,,,,,,,,,,,,,,,
1 8,Nusa Tenggara Barat,107,3,327,1,11,137,749,,,,,,,,,,,,,,,,,,,,,,
1 9,Nusa Tenggara Timur,154,176,663,0,245,38,1.412,,,,,,,,,,,,,,,,,,,,,,
2 0,Kalimantan Barat,189,1,189,3,13,258,1.389,,,,,,,,,,,,,,,,,,,,,,
2 1,Kalimantan Tengah,170,11,114,19,14,300,3.561,,,,,,,,,,,,,,,,,,,,,,
2 2,Kalimantan Selatan,175,11,277,3,40,2007,431,,,,,,,,,,,,,,,,,,,,,,
2 3,Kalimantan Timur,189,221,193,5,13,826,1.636,,,,,,,,,,,,,,,,,,,,,,
2 4,Kalimantan Utara,57,11,50,2,5,62,209,,,,,,,,,,,,,,,,,,,,,,
2 5,Sulawesi Utara,81,20,112,0,8,4,1.844,,,,,,,,,,,,,,,,,,,,,,
2 6,Sulawesi Tengah,217,217,871,0,124,589,2.889,,,,,,,,,,,,,,,,,,,,,,
2 7,Sulawesi Selatan,411,36,682,34,128,676,6.035,,,,,,,,,,,,,,,,,,,,,,
2 8,Sulawesi Tenggara,191,189,240,0,14,281,2.028,,,,,,,,,,,,,,,,,,,,,,
2 9,Gorontalo,93,0,58,0,6,63,861,,,,,,,,,,,,,,,,,,,,,,
3 0,Sulawesi Barat,98,15,120,0,8,181,1.043,,,,,,,,,,,,,,,,,,,,,,
3 1,Maluku,79,4,77,0,6,48,561,,,,,,,,,,,,,,,,,,,,,,
3 2,Maluku Utara,61,0,56,0,9,28,78,,,,,,,,,,,,,,,,,,,,,,
3 3,Papua Barat,28,7,18,0,3,9,231,,,,,,,,,,,,,,,,,,,,,,
3 4,Papua,35,17,28,0,29,41,5.342,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,7.474,1.678,9.593,799,1.828,18.239,97.253,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Sepenuhnya RME,Sebagian RME,Belum RME,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,6,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,19,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,5,24,51,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,12,32,29,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,7,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,17,24,58,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,2,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,8,36,61,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,6,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,23,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,62,142,132,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,46,148,104,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,21,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,33,124,199,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,21,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,15,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,3,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,0,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,6,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,5,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,4,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,4,33,16,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,2,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,1,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,7,65,31,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,3,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,0,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,1,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,0,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,345,919,1.160,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas yang Melapor,Puskesmas dengan Ketersediaan Obat Esensial**,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Jumlah,%,,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,357,341,"95,5",,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,604,539,"89,2",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,249,228,"91,6",,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,158,139,"88,0",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,199,190,"95,5",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,336,312,"92,9",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,172,152,"88,4",,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,221,199,"90,1",,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,64,61,"95,3",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,54,52,"96,3",,,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,297,284,"95,6",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1091,1050,"96,2",,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,735,704,"95,8",,,,,,,,,,,,,,,,,,,,,,,,,,
14,D.I. Yogyakarta,121,121,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,966,925,"95,8",,,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,74,66,"89,2",,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,120,114,"95,0",,,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,175,174,"99,4",,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,430,352,"81,9",,,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,177,172,"97,2",,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,198,157,"79,3",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,231,226,"97,8",,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,161,150,"93,2",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,58,56,"96,6",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,168,155,"92,3",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,217,172,"79,3",,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,418,349,"83,5",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,297,265,"89,2",,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,90,"96,8",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,48,45,"93,8",,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,107,94,"87,9",,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,142,120,"84,5",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,149,133,"89,3",,,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,439,413,"94,1",,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,9.326,8.600,"92,2",,,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Kabupaten/Kota,Jumlah Kabupaten/Kota yang Melapor,Kabupaten/Kota dengan Ketersediaan Obat Esensial*,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jumlah,%,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,23,23,20,"87,0",,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,33,32,29,"90,6",,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,19,19,19,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,12,7,6,"85,7",,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,11,10,9,"90,0",,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,17,0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,10,9,6,"66,7",,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,15,4,2,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,7,5,3,"60,0",,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,7,7,6,"85,7",,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,6,6,6,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,27,27,26,"96,3",,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,35,19,14,"73,7",,,,,,,,,,,,,,,,,,,,,,,,,
14,D.I. Yogyakarta,5,5,4,"80,0",,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,38,38,29,"76,3",,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,8,8,4,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,9,9,9,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,10,10,10,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,22,22,14,"63,6",,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,14,14,12,"85,7",,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,14,14,10,"71,4",,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,13,13,10,"76,9",,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,10,7,3,"42,9",,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,5,5,5,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,15,0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,13,13,13,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,24,12,9,"75,0",,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,17,0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,6,6,6,"100,0",,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,6,0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,11,6,3,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,10,10,8,"80,0",,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,13,6,5,"83,3",,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,29,29,28,"96,6",,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,514,395,328,"83,0",,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Dokter Spesialis,,,Dokter,,,Total,,,Dokter Gigi Spesialis,,,Dokter Gigi,,,Total,,,,,,,,,,,,,
,,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),,,,,,,,,,,
1,Aceh,462,431,893,916,1.904,2.820,1.378,2.335,3.713,7,16,23,101,440,541,108,456,564,,,,,,,,,,,
2,Sumatera Utara,1.232,881,2.113,2.157,3.558,5.715,3.389,4.439,7.828,31,63,94,243,947,1.190,274,1.010,1.284,,,,,,,,,,,
3,Sumatera Barat,501,506,1.007,702,1.803,2.505,1.203,2.309,3.512,9,21,30,81,494,575,90,515,605,,,,,,,,,,,
4,Riau,564,376,940,994,2.199,3.193,1.558,2.575,4.133,14,32,46,107,492,599,121,524,645,,,,,,,,,,,
5,Jambi,223,167,390,385,859,1.244,608,1.026,1.634,7,9,16,56,211,267,63,220,283,,,,,,,,,,,
6,Sumatera Selatan,543,510,1.053,910,1.824,2.734,1.453,2.334,3.787,15,26,41,94,344,438,109,370,479,,,,,,,,,,,
7,Bengkulu,117,85,202,224,477,701,341,562,903,1,7,8,28,127,155,29,134,163,,,,,,,,,,,
8,Lampung,459,257,716,697,1.495,2.192,1.156,1.752,2.908,7,14,21,48,226,274,55,240,295,,,,,,,,,,,
9,Kep. Bangka Belitung,130,90,220,241,405,646,371,495,866,6,13,19,37,89,126,43,102,145,,,,,,,,,,,
10,Kepulauan Riau,253,145,398,433,817,1.250,686,962,1.648,14,15,29,57,188,245,71,203,274,,,,,,,,,,,
11,DKI Jakarta,3.646,3.252,6.898,4.223,8.193,12.416,7.869,11.445,19.314,241,566,807,756,2.911,3.667,997,3.477,4.474,,,,,,,,,,,
12,Jawa Barat,3.455,2.574,6.029,5.588,8.922,14.510,9.043,11.496,20.539,150,321,471,552,2.411,2.963,702,2.732,3.434,,,,,,,,,,,
13,Jawa Tengah,2.706,1.848,4.554,4.358,6.943,11.301,7.064,8.791,15.855,91,141,232,472,1.743,2.215,563,1.884,2.447,,,,,,,,,,,
14,DI Yogyakarta,585,567,1.152,1.243,1.958,3.201,1.828,2.525,4.353,58,137,195,134,577,711,192,714,906,,,,,,,,,,,
15,Jawa Timur,3.265,2.315,5.580,5.619,8.186,13.805,8.884,10.501,19.385,186,347,533,860,3.073,3.933,1.046,3.420,4.466,,,,,,,,,,,
16,Banten,1.057,885,1.942,1.599,3.026,4.625,2.656,3.911,6.567,30,91,121,138,886,1.024,168,977,1.145,,,,,,,,,,,
17,Bali,967,597,1.564,1.962,2.159,4.121,2.929,2.756,5.685,29,33,62,236,552,788,265,585,850,,,,,,,,,,,
18,Nusa Tenggara Barat,229,181,410,491,831,1.322,720,1.012,1.732,5,16,21,46,186,232,51,202,253,,,,,,,,,,,
19,Nusa Tenggara Timur,184,165,349,487,881,1.368,671,1.046,1.717,2,8,10,51,157,208,53,165,218,,,,,,,,,,,
20,Kalimantan Barat,242,167,409,560,709,1.269,802,876,1.678,12,11,23,73,161,234,85,172,257,,,,,,,,,,,
21,Kalimantan Tengah,158,134,292,360,509,869,518,643,1.161,5,11,16,45,129,174,50,140,190,,,,,,,,,,,
22,Kalimantan Selatan,431,309,740,487,883,1.370,918,1.192,2.110,15,24,39,144,356,500,159,380,539,,,,,,,,,,,
23,Kalimantan Timur,428,327,755,751,1.306,2.057,1.179,1.633,2.812,20,42,62,101,332,433,121,374,495,,,,,,,,,,,
24,Kalimantan Utara,76,53,129,176,,386,252,263,515,4,5,9,25,51,76,29,56,85,,,,,,,,,,,
25,Sulawesi Utara,295,271,566,846,1.264,2.110,1.141,1.535,2.676,7,8,15,55,157,212,62,165,227,,,,,,,,,,,
26,Sulawesi Tengah,132,153,285,331,641,972,463,794,1.257,0,5,5,60,143,203,60,148,208,,,,,,,,,,,
27,Sulawesi Selatan,731,897,1.628,1.206,2.370,3.576,1.937,3.267,5.204,29,82,111,193,852,1.045,222,934,1.156,,,,,,,,,,,
28,Sulawesi Tenggara,133,121,254,275,564,839,408,685,1.093,6,9,15,48,214,262,54,223,277,,,,,,,,,,,
29,Gorontalo,81,69,150,147,267,414,228,336,564,2,2,4,19,61,80,21,63,84,,,,,,,,,,,
30,Sulawesi Barat,47,66,113,83,201,284,130,267,397,3,7,10,21,84,105,24,91,115,,,,,,,,,,,
31,Maluku,79,73,152,239,535,774,318,608,926,3,5,8,23,71,94,26,76,102,,,,,,,,,,,
32,Maluku Utara,71,54,125,179,301,241,250,355,605,4,2,6,23,56,79,27,58,85,,,,,,,,,,,
