,,,,,,46 47 38 40,,,,,,,,,,,,,,,33,,,,33,,
,,,,,,25 16,,,,23 14,,,25 15,,,,18,,,,19,,,,13,,
,,,Targ,et Renstra 20,17,: 84%,,,,,,,,,,,,,,,,,,,,,
,,,Targ,et Renstra 20,17 : 8,8%,,,,,,,,,,,,,,,,,,,,,
,,,,,"9 9 94 93 91,6 91,0 90,4 89,27 87,59 86,24 83,67 83,13 77,37 78",,,,,,,,,,,,,,,,,,,,,,
,,,"5, ,8 7",,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tar,ge,t,,,,,,,,,,,,,,,,,,,,,
,,,,Renstr,a 2,017 :,,,,,,,,,,,,,,,,,,,,,
,,,,5,0%,,,,,,,,,,,,,,,,,,,,,,
,,,Targ,et,,,,,,,,,,,,,,,,,,,,,,,
,,,Renstra,20,17 :,,,,,,,,,,,,,,,,,,,,,,
,,,35%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"55 46,06 41,64 40,78 39,67 38,19 6,07 ,44",,,,,,,,,,,,,,,,,,,,,,
,,,,3 34,,,,,,,,,,,,,,,,,,,,,,,
Tahun,,,Jumlah Propinsi,,,,Jumlah,,Kasus,,,Kematian,,,CFR (%),,,,,,,,,,,,
,,,,,,,Kejadian,,,,,,,,,,,,,,,,,,,,
,2010,,,11,,,33,,,4.204,,,73,,,"1,74",,,,,,,,,,,
19,Nusa Tenggara Timur,372,309,"1,20",,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,241,174,"1,39",,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,196,136,"1,44",,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,230,153,"1,50",,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,179,103,"1,74",,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,49,53,"0,92",,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,189,171,"1,11",,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,193,175,"1,10",,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,451,307,"1,47",,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,274,219,"1,25",,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,77,"1,21",,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,94,69,"1,36",,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,199,118,"1,69",,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,129,115,"1,12",,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,155,218,"0,71",,,,,,,,,,,,,,,,,,,,,,,
34,Papua,394,560,"0,70",,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,9.825,7.201,"1,36",,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Kabupaten dengan Puskesmas Sesuai Standar,Jumlah Puskesmas Sesuai Standar,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,22,215,,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,16,108,,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,18,139,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,5,43,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,7,30,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,16,113,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,2,7,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,11,75,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,6,26,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,2,11,,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,6,25,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,19,499,,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,35,502,,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,5,108,,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,32,455,,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,5,80,,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,9,102,,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,10,66,,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Barat,4,22,,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,9,53,,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,3,8,,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,13,117,,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,7,64,,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,1,4,,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,12,88,,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,12,74,,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,23,111,,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,4,7,,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,5,30,,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,1,2,,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,7,20,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,2,11,,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,2,8,,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,1,2,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,332,3.225,,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas Rawat Inap,,,,,Jumlah Puskesmas Non Rawat Inap,,,,,,,,,,,,,,,,,,,,
,,2013,2014,2015,2016,2017,2013,2014,2015,2016,2017,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),,,,,,,,,,,,,,,,
1,Aceh,149,143,143,143,143,185,194,196,197,198,,,,,,,,,,,,,,,,
2,Sumatera Utara,164,164,164,164,163,406,406,407,407,408,,,,,,,,,,,,,,,,
3,Sumatera Barat,88,91,91,91,91,174,173,173,173,178,,,,,,,,,,,,,,,,
4,Riau,75,79,79,79,80,132,132,133,134,135,,,,,,,,,,,,,,,,
5,Jambi,68,68,68,68,71,108,108,108,115,115,,,,,,,,,,,,,,,,
6,Sumatera Selatan,95,95,95,95,95,224,226,227,227,227,,,,,,,,,,,,,,,,
7,Bengkulu,45,45,46,46,46,135,135,134,134,134,,,,,,,,,,,,,,,,
8,Lampung,91,101,112,112,115,189,189,179,180,182,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,20,20,21,21,21,40,41,41,41,42,,,,,,,,,,,,,,,,
10,Kepulauan Riau,26,29,28,28,29,44,44,44,45,45,,,,,,,,,,,,,,,,
11,DKI Jakarta,30,30,30,30,30,310,310,310,310,310,,,,,,,,,,,,,,,,
12,Jawa Barat,176,176,176,182,185,874,874,874,868,871,,,,,,,,,,,,,,,,
13,Jawa Tengah,309,318,320,320,322,564,557,555,555,554,,,,,,,,,,,,,,,,
14,DI Yogyakarta,42,42,43,43,43,79,79,78,78,78,,,,,,,,,,,,,,,,
15,Jawa Timur,504,518,519,519,520,456,442,441,441,443,,,,,,,,,,,,,,,,
16,Banten,56,56,56,56,56,174,175,177,177,177,,,,,,,,,,,,,,,,
17,Bali,34,34,35,35,35,86,86,85,85,85,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,109,109,109,109,110,49,49,49,49,50,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,128,137,137,137,137,234,233,234,234,235,,,,,,,,,,,,,,,,
20,Kalimantan Barat,94,95,95,95,95,143,143,143,143,146,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,73,73,73,73,73,121,122,122,122,123,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,45,45,46,50,50,183,183,184,180,180,,,,,,,,,,,,,,,,
23,Kalimantan Timur,127,95,95,95,96,95,79,79,80,83,,,,,,,,,,,,,,,,
24,Kalimantan Utara,-,32,32,32,32,-,16,17,17,17,,,,,,,,,,,,,,,,
25,Sulawesi Utara,88,92,92,92,92,95,95,95,96,97,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,78,78,79,79,79,105,106,110,110,114,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,225,228,227,227,252,215,218,221,221,199,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,79,78,80,82,81,185,191,189,187,193,,,,,,,,,,,,,,,,
29,Gorontalo,25,25,23,23,26,66,68,70,70,67,,,,,,,,,,,,,,,,
30,Sulawesi Barat,43,44,44,45,45,49,50,50,49,49,,,,,,,,,,,,,,,,
31,Maluku,63,64,64,64,64,127,133,135,135,135,,,,,,,,,,,,,,,,
32,Maluku Utara,27,27,27,27,27,98,100,100,101,102,,,,,,,,,,,,,,,,
33,Papua Barat,39,43,43,44,45,104,106,108,107,110,,,,,,,,,,,,,,,,
34,Papua,102,104,104,105,105,289,290,290,288,289,,,,,,,,,,,,,,,,
Indonesia,,3.317,3.378,3.396,3.411,3.454,6.338,6.353,6.358,6.356,6.371,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas yang Menyelenggarakan Kesehatan Kerja Dasar,Persentase Puskesmas yang Menyelenggarakan Kesehatan Kerja Dasar,Jumlah Puskesmas yang Melaksanakan Kegiatan Kesehatan Olahraga pada Kelompok Masyarakat di Wilayah Kerjanya,Persentase Puskesmas yang Melaksanakan Kegiatan Kesehatan Olahraga pada Kelompok Masyarakat di Wilayah Kerjanya,Jumlah Puskesmas yang Melaksanakan Kesehatan Olahraga bagi Anak Sekolah Dasar,Persentase Puskesmas yang Melaksanakan Kesehatan Olahraga bagi Anak Sekolah Dasar,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,,,,,,,,,,,,,,,
1,Aceh,341,211,"61,88",164,"48,09",286,"83,87",,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,571,252,"44,13",352,"61,65",306,"53,59",,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,269,122,"45,35",186,"69,14",256,"95,17",,,,,,,,,,,,,,,,,,,
4,Riau,215,123,"57,21",48,"22,33",154,"71,63",,,,,,,,,,,,,,,,,,,
5,Jambi,186,143,"76,88",169,"90,86",161,"86,56",,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,322,276,"85,71",215,"66,77",312,"96,89",,,,,,,,,,,,,,,,,,,
7,Bengkulu,180,81,"45,00",82,"45,56",149,"82,78",,,,,,,,,,,,,,,,,,,
8,Lampung,297,229,"77,10",148,"49,83",221,"74,41",,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,63,62,"98,41",62,"98,41",62,"98,41",,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,74,67,"90,54",66,"89,19",69,"93,24",,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,340,213,"62,65",236,"69,41",340,"100,00",,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1.056,712,"67,42",439,"41,57",1.003,"94,98",,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,876,486,"55,48",410,"46,80",872,"99,54",,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,121,93,"76,86",80,"66,12",121,"100,00",,,,,,,,,,,,,,,,,,,
15,Jawa Timur,963,877,"91,07",578,"60,02",960,"99,69",,,,,,,,,,,,,,,,,,,
16,Banten,233,171,"73,39",113,"48,50",121,"51,93",,,,,,,,,,,,,,,,,,,
17,Bali,120,107,"89,17",48,"40,00",120,"100,00",,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,160,149,"93,13",95,"59,38",114,"71,25",,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,372,192,"51,61",244,"65,59",33,"8,87",,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,241,61,"25,31",7,"2,90",50,"20,75",,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,196,84,"42,86",44,"22,45",159,"81,12",,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,230,150,"65,22",175,"76,09",221,"96,09",,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,179,74,"41,34",14,"7,82",167,"93,30",,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,49,19,"38,78",7,"14,29",44,"89,80",,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,189,188,"99,47",188,"99,47",188,"99,47",,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,193,117,"60,62",33,"17,10",189,"97,93",,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,451,327,"72,51",277,"61,42",214,"47,45",,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,274,185,"67,52",113,"41,24",259,"94,53",,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,93,"100,00",93,"100,00",93,"100,00",,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,94,60,"63,83",24,"25,53",68,"72,34",,,,,,,,,,,,,,,,,,,
31,Maluku,199,78,"39,20",58,"29,15",89,"44,72",,,,,,,,,,,,,,,,,,,
32,Maluku Utara,129,51,"39,53",21,"16,28",16,"12,40",,,,,,,,,,,,,,,,,,,
33,Papua Barat,155,20,"12,90",39,"25,16",60,"38,71",,,,,,,,,,,,,,,,,,,
34,Papua,394,37,"9,39",34,"8,63",120,"30,46",,,,,,,,,,,,,,,,,,,
Indonesia,,9.825,6.110,"62,19",4.862,"49,49",7.597,"77,32",,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas yang Menyelenggarakan Pelayanan Kesehatan Tradisional,Jumlah Puskesmas dengan Tenaga Kesehatan yang Sudah Dilatih,,,Jumlah Puskesmas Melaksanakan Asuhan Mandiri (ASMAN) Kestrad Ramuan dan Keterampilan,Jumlah Puskesmas dengan Pembinaan Puskesmas Pembinaan Penyehat Tradisional (HATRA),,,,,,,,,,,,,,,,,,,,
,,,Dilatih Ramuan,Dilatih Akupunktur,Dilatih Akupressur,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),,,,,,,,,,,,,,,,,,,,
1,Aceh,151,21,1,62,53,73,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,115,44,0,71,31,15,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,65,10,0,58,1,0,,,,,,,,,,,,,,,,,,,,
4,Riau,107,29,2,72,21,18,,,,,,,,,,,,,,,,,,,,
5,Jambi,126,6,1,33,42,98,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,134,9,0,72,20,81,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,61,31,0,8,20,48,,,,,,,,,,,,,,,,,,,,
8,Lampung,255,14,2,79,37,243,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,62,1,0,28,43,62,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,71,40,2,44,35,41,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,134,18,4,43,11,130,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,147,12,2,43,7,105,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,174,38,3,127,53,0,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,62,22,2,51,1,8,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,162,14,5,93,30,40,,,,,,,,,,,,,,,,,,,,
16,Banten,134,30,6,78,76,17,,,,,,,,,,,,,,,,,,,,
17,Bali,121,48,2,114,56,39,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,134,26,0,50,53,120,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,45,5,0,14,0,29,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,80,23,0,50,22,4,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,63,21,0,20,15,35,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,146,6,1,9,27,133,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,98,9,1,40,22,77,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,36,0,0,30,2,14,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,100,22,0,58,70,21,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,84,10,0,69,41,74,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,188,10,2,122,21,75,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,61,26,0,49,35,0,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,55,17,0,5,22,22,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,33,10,1,29,1,0,,,,,,,,,,,,,,,,,,,,
31,Maluku,81,23,1,70,36,53,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,73,9,0,5,1,72,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,28,4,0,23,2,11,,,,,,,,,,,,,,,,,,,,
34,Papua,24,13,0,15,1,0,,,,,,,,,,,,,,,,,,,,
Indonesia,,3.410,621,38,1.734,908,1.758,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas Terakreditasi,Jumlah Kabupaten/Kota yang Memiliki Puskesmas Terakreditasi,Jumlah Kecamatan dengan Minimal 1 Puskesmas Terakreditasi,Persentase Puskesmas Terakreditasi (%),Status Akreditasi Puskesmas,,,,,,,,,,,,,,,,,,,,
,,,,,,,Dasar,Madya,Utama,Purna,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,
1,Aceh,341,101,20,98,"29,62",34,63,4,0,,,,,,,,,,,,,,,,,
2,Sumatera Utara,571,140,27,131,"24,52",62,74,4,0,,,,,,,,,,,,,,,,,
3,Sumatera Barat,269,162,18,122,"60,22",62,87,13,0,,,,,,,,,,,,,,,,,
4,Riau,215,89,12,81,"41,40",31,51,7,0,,,,,,,,,,,,,,,,,
5,Jambi,186,100,11,83,"53,76",51,45,4,0,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,322,130,16,109,"40,37",52,65,10,3,,,,,,,,,,,,,,,,,
7,Bengkulu,180,79,10,62,"43,89",46,32,1,0,,,,,,,,,,,,,,,,,
8,Lampung,297,164,15,140,"55,22",23,112,28,1,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,63,45,9,36,"71,43",10,28,7,0,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,74,28,7,26,"37,84",14,12,2,0,,,,,,,,,,,,,,,,,
11,DKI Jakarta,340,57,6,43,"16,76",4,14,22,17,,,,,,,,,,,,,,,,,
12,Jawa Barat,1.056,361,27,323,"34,19",125,210,25,1,,,,,,,,,,,,,,,,,
13,Jawa Tengah,876,642,35,495,"73,29",170,389,78,5,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,121,113,5,76,"93,39",32,50,31,0,,,,,,,,,,,,,,,,,
15,Jawa Timur,963,635,37,513,"65,94",131,387,110,7,,,,,,,,,,,,,,,,,
16,Banten,233,99,8,73,"42,49",37,54,8,0,,,,,,,,,,,,,,,,,
17,Bali,120,86,7,55,"71,67",18,52,15,1,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,160,92,10,76,"57,50",37,45,9,1,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,372,119,18,111,"31,99",85,33,1,0,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,241,92,14,78,"38,17",44,43,5,0,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,196,69,14,53,"35,20",42,22,4,1,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,230,99,13,79,"43,04",58,38,2,1,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,179,84,9,52,"46,93",36,41,7,0,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,49,24,4,20,"48,98",16,5,3,0,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,189,47,13,40,"24,87",26,21,0,0,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,193,65,11,58,"33,68",40,25,0,0,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,451,267,24,212,"59,20",102,136,28,1,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,274,44,15,43,"16,06",23,21,0,0,,,,,,,,,,,,,,,,,
29,Gorontalo,93,54,6,44,"58,06",16,31,7,0,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,94,25,3,24,"26,60",7,16,2,0,,,,,,,,,,,,,,,,,
