,78,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,871.510,0,"0,00",0,0,"0,00",0,5,"31,25",854,1,"6,25",63,10,"62,50",623,16,1.540,"1,77",,
34,Papua,3.149.375,0,"0,00",0,2,"5,00",508,9,"22,50",2.124,8,"20,00",790,21,"52,50",865,40,4.287,"1,36",,
Indonesia,,255.461.686,57,"2,29",28.155,328,"13,18",88.747,837,"33,64",107.130,423,"17,00",31.339,843,"33,88",53.775,2.488,309.146,"1,21",,
No,Provinsi,Total Tempat Tidur*,Kelas Perawatan,,,,,,,,,,,,Ruang Non Rawat Inap ***,,,,,,,
,,,V V I P,,V I P,,Kelas I,,Kelas II,,Kelas III,,Ruang Rawat Inap Lainnya**,,,,,,,,,
,,,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),,,,,,
1,Aceh,8.324,168,"2,02",485,"5,83",827,"9,94",1.080,"12,97",4.040,"48,53",924,"11,10",800,"9,61",,,,,,
2,Sumatera Utara,22.298,395,"1,77",1.546,"6,93",2.939,"13,18",4.528,"20,31",8.642,"38,76",2.595,"11,64",1.653,"7,41",,,,,,
3,Sumatera Barat,6.960,124,"1,78",488,"7,01",908,"13,05",1.240,"17,82",2.730,"39,22",826,"11,87",644,"9,25",,,,,,
4,R i a u,6.710,180,"2,68",527,"7,85",840,"12,52",1.074,"16,01",2.486,"37,05",976,"14,55",627,"9,34",,,,,,
5,J a m b i,3.883,84,"2,16",329,"8,47",459,"11,82",613,"15,79",1.547,"39,84",469,"12,08",382,"9,84",,,,,,
6,Sumatera Selatan,8.508,164,"1,93",509,"5,98",1.124,"13,21",1.719,"20,20",3.438,"40,41",952,"11,19",602,"7,08",,,,,,
7,Bengkulu,2.248,37,"1,65",145,"6,45",213,"9,48",423,"18,82",854,"37,99",303,"13,48",273,"12,14",,,,,,
8,Lampung,7.020,136,"1,94",525,"7,48",802,"11,42",1.167,"16,62",2.699,"38,45",1.022,"14,56",669,"9,53",,,,,,
9,Bangka Belitung,1.696,29,"1,71",91,"5,37",188,"11,08",343,"20,22",635,"37,44",208,"12,26",202,"11,91",,,,,,
10,Kepulauan Riau,2.826,30,"1,06",181,"6,40",281,"9,94",456,"16,14",1.223,"43,28",382,"13,52",273,"9,66",,,,,,
11,DKI Jakarta,24.696,657,"2,66",2.270,"9,19",3.100,"12,55",4.519,"18,30",8.789,"35,59",3.396,"13,75",1.965,"7,96",,,,,,
12,Jawa Barat,39.308,598,"1,52",2.950,"7,50",4.821,"12,26",7.705,"19,60",13.888,"35,33",5.581,"14,20",3.765,"9,58",,,,,,
13,Jawa Tengah,39.456,699,"1,77",3.890,"9,86",5.029,"12,75",6.570,"16,65",14.927,"37,83",5.059,"12,82",3.282,"8,32",,,,,,
14,DI Yogyakarta,10.833,160,"1,48",681,"6,29",771,"7,12",1.543,"14,24",6.246,"57,66",887,"8,19",545,"5,03",,,,,,
15,Jawa Timur,41.429,648,"1,56",3.278,"7,91",5.302,"12,80",7.823,"18,88",15.527,"37,48",5.399,"13,03",3.452,"8,33",,,,,,
16,Banten,10.968,134,"1,22",733,"6,68",1.466,"13,37",2.260,"20,61",3.701,"33,74",1.486,"13,55",1.188,"10,83",,,,,,
17,B a l i,6.845,153,"2,24",1.022,"14,93",790,"11,54",953,"13,92",2.282,"33,34",906,"13,24",739,"10,80",,,,,,
18,Nusa Tenggara Barat,3.508,47,"1,34",321,"9,15",416,"11,86",441,"12,57",1.405,"40,05",481,"13,71",397,"11,32",,,,,,
19,Nusa Tenggara Timur,4.524,36,"0,80",245,"5,42",367,"8,11",703,"15,54",2.144,"47,39",531,"11,74",498,"11,01",,,,,,
20,Kalimantan Barat,5.608,40,"0,71",274,"4,89",534,"9,52",916,"16,33",2.547,"45,42",758,"13,52",539,"9,61",,,,,,
21,Kalimantan Tengah,2.083,13,"0,62",198,"9,51",188,"9,03",350,"16,80",782,"37,54",310,"14,88",242,"11,62",,,,,,
22,Kalimantan Selatan,4.823,77,"1,60",431,"8,94",583,"12,09",840,"17,42",1.912,"39,64",607,"12,59",373,"7,73",,,,,,
23,Kalimantan Timur,6.440,117,"1,82",538,"8,35",818,"12,70",1.158,"17,98",2.417,"37,53",787,"12,22",605,"9,39",,,,,,
24,Kalimantan Utara,939,15,"1,60",59,"6,28",56,"5,96",146,"15,55",378,"40,26",177,"18,85",108,"11,50",,,,,,
25,Sulawesi Utara,5.503,97,"1,76",272,"4,94",536,"9,74",1.056,"19,19",2.443,"44,39",668,"12,14",431,"7,83",,,,,,
26,Sulawesi Tengah,4.021,26,"0,65",263,"6,54",457,"11,37",574,"14,28",1.699,"42,25",634,"15,77",368,"9,15",,,,,,
27,Sulawesi Selatan,12.870,297,"2,31",1.292,"10,04",1.608,"12,49",1.904,"14,79",4.703,"36,54",1.744,"13,55",1.322,"10,27",,,,,,
28,Sulawesi Tenggara,2.498,19,"0,76",150,"6,00",213,"8,53",356,"14,25",1.148,"45,96",283,"11,33",329,"13,17",,,,,,
29,Gorontalo,1.575,27,"1,71",129,"8,19",107,"6,79",226,"14,35",697,"44,25",202,"12,83",187,"11,87",,,,,,
30,Sulawesi Barat,1.002,24,"2,40",63,"6,29",134,"13,37",185,"18,46",422,"42,12",85,"8,48",89,"8,88",,,,,,
31,Maluku,2.417,15,"0,62",121,"5,01",208,"8,61",394,"16,30",1.211,"50,10",197,"8,15",271,"11,21",,,,,,
32,Maluku Utara,1.500,40,"2,67",138,"9,20",157,"10,47",229,"15,27",573,"38,20",202,"13,47",161,"10,73",,,,,,
33,Papua Barat,1.540,10,"0,65",63,"4,09",103,"6,69",282,"18,31",760,"49,35",132,"8,57",190,"12,34",,,,,,
34,Papua,4.287,27,"0,63",141,"3,29",348,"8,12",726,"16,93",2.120,"49,45",412,"9,61",513,"11,97",,,,,,
Indonesia,,309.146,5.323,"1,72",24.348,"7,88",36.693,"11,87",54.502,"17,63",121.015,"39,14",39.581,"12,80",27.684,"8,95",,,,,,
No,Provinsi,Rumah Sakit Rujukan ODHA,Pencegahan Penularan Ibu ke Anak (PPIA),Konseling dan Tes HIV,"Perawatan, Dukungan, dan Pengobatan",Layanan Program Terapi Rumatan Metadon,Layanan TB HIV,Layanan Infeksi Menular Seksual (IMS),,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,,,,,,,,,,
1,Aceh,8,1,8,8,-,3,6,,,,,,,,,,,,,,
2,Sumatera Utara,21,2,81,21,4,14,42,,,,,,,,,,,,,,
3,Sumatera Barat,3,3,33,3,1,2,21,,,,,,,,,,,,,,
4,Riau,17,2,64,17,1,4,41,,,,,,,,,,,,,,
5,Jambi,12,3,47,12,1,2,17,,,,,,,,,,,,,,
6,Sumatera Selatan,10,2,20,10,2,5,14,,,,,,,,,,,,,,
7,Bengkulu,2,1,11,2,-,2,10,,,,,,,,,,,,,,
8,Lampung,2,1,35,2,1,5,7,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,3,2,17,3,-,4,13,,,,,,,,,,,,,,
10,Kepulauan Riau,8,3,29,8,1,7,7,,,,,,,,,,,,,,
11,DKI Jakarta,57,22,75,57,18,19,52,,,,,,,,,,,,,,
12,Jawa Barat,48,16,453,48,16,19,415,,,,,,,,,,,,,,
13,Jawa Tengah,53,28,333,53,8,16,137,,,,,,,,,,,,,,
14,DI Yogyakarta,9,1,46,9,5,8,35,,,,,,,,,,,,,,
15,Jawa Timur,48,10,313,48,10,20,289,,,,,,,,,,,,,,
16,Banten,11,28,85,11,7,5,163,,,,,,,,,,,,,,
17,Bali,12,4,103,12,6,6,23,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,7,4,22,7,-,6,37,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,9,2,9,9,-,2,6,,,,,,,,,,,,,,
20,Kalimantan Barat,9,4,32,9,3,6,19,,,,,,,,,,,,,,
21,Kalimantan Tengah,8,4,17,8,-,3,25,,,,,,,,,,,,,,
22,Kalimantan Selatan,3,5,11,3,-,4,7,,,,,,,,,,,,,,
23,Kalimantan Timur,7,2,34,7,2,5,35,,,,,,,,,,,,,,
24,Kalimantan Utara,3,1,11,3,-,2,8,,,,,,,,,,,,,,
25,Sulawesi Utara,5,3,33,5,-,5,20,,,,,,,,,,,,,,
26,Sulawesi Tengah,10,2,8,10,-,2,10,,,,,,,,,,,,,,
27,Sulawesi Selatan,25,4,100,25,6,10,39,,,,,,,,,,,,,,
28,Sulawesi Tenggara,2,1,8,2,-,3,21,,,,,,,,,,,,,,
29,Gorontalo,1,-,1,1,-,1,10,,,,,,,,,,,,,,
30,Sulawesi Barat,1,-,3,1,-,2,2,,,,,,,,,,,,,,
31,Maluku,3,1,12,3,-,3,10,,,,,,,,,,,,,,
32,Maluku Utara,3,1,1,3,-,2,2,,,,,,,,,,,,,,
33,Papua Barat,25,43,54,25,-,7,35,,,,,,,,,,,,,,
34,Papua,83,55,112,83,-,21,65,,,,,,,,,,,,,,
Indonesia,,528,261,2.221,528,92,225,1.643,,,,,,,,,,,,,,
No,Provinsi,Jumlah Tenaga Kesehatan,,,,,,,,,,,,,,,Tenaga Penunjang Kesehatan,Total SDM Kesehatan,,,,
,,Dokter Spesialis,Dokter Umum,Dokter Gigi Spesialis,Dokter Gigi,Psikologi Klinis,Perawat,Bidan,Farmasi,Kesehatan Masyarakat,Kesehatan Lingkungan,Gizi,Keterapian Fisik,Keteknisian Medis,Teknik Biomedika,Jumlah,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),,,,
1,Aceh,1.319,725,16,113,37,5.034,1.613,464,168,179,151,227,460,795,11.301,3.592,14.893,,,,
2,Sumatera Utara,3.677,1.653,25,310,26,6.029,1.497,967,179,109,266,194,390,754,16.076,7.301,23.377,,,,
3,Sumatera Barat,968,548,18,129,12,3.754,739,534,68,82,160,101,502,491,8.106,3.416,11.522,,,,
4,Riau,1.128,582,21,129,21,2.695,1.025,670,86,50,125,93,259,321,7.205,3.704,10.909,,,,
5,Jambi,417,325,3,64,11,1.982,602,288,79,87,82,67,232,321,4.560,2.144,6.704,,,,
6,Sumatera Selatan,1.404,710,17,133,23,4.373,1.392,638,130,134,156,130,414,603,10.257,5.319,15.576,,,,
7,Bengkulu,161,185,3,34,3,1.083,395,141,41,37,64,29,60,180,2.416,880,3.296,,,,
8,Lampung,722,536,18,70,8,2.245,794,268,39,105,82,85,155,431,5.558,3.481,9.039,,,,
9,Kepulauan Bangka Belitung,172,177,3,35,7,1.361,326,166,57,123,58,42,149,219,2.895,1.542,4.437,,,,
10,Kepulauan Riau,353,202,8,41,13,1.498,352,163,10,18,44,35,99,206,3.042,1.733,4.775,,,,
11,DKI Jakarta,5.714,1.859,113,520,34,10.699,1.244,2.267,198,92,315,276,861,1.214,25.406,18.904,44.310,,,,
12,Jawa Barat,7.221,3.097,253,841,54,16.516,3.018,2.935,204,240,499,484,1.340,2.306,39.008,23.383,62.391,,,,
13,Jawa Tengah,5.715,2.705,148,481,114,23.103,3.534,2.886,144,417,674,720,1.493,2.721,44.855,25.058,69.913,,,,
14,DI Yogyakarta,1.510,650,45,128,18,3.788,444,618,35,102,122,130,372,575,8.537,4.621,13.158,,,,
15,Jawa Timur,6.121,2.729,119,561,668,18.063,3.538,2.966,132,372,749,411,1.091,2.222,39.742,24.803,64.545,,,,
16,Banten,2.483,1.018,96,264,23,6.087,1.105,1.017,280,56,141,243,377,762,13.952,6.852,20.804,,,,
17,Bali,1.749,767,14,127,12,3.472,1.030,355,51,99,201,73,206,466,8.622,6.355,14.977,,,,
18,Nusa Tenggara Barat,386,347,14,35,8,2.022,383,230,19,46,96,48,149,244,4.027,2.102,6.129,,,,
19,Nusa Tenggara Timur,351,339,1,52,9,2.285,594,304,58,100,100,78,239,318,4.828,3.299,8.127,,,,
20,Kalimantan Barat,455,340,14,55,10,2.257,505,316,43,78,123,69,170,385,4.820,2.456,7.276,,,,
21,Kalimantan Tengah,219,205,6,34,6,1.884,387,208,27,37,149,31,130,224,3.547,1.143,4.690,,,,
