"9 9 9 39 29 29 29 ,19 ,19 ,09 ,09 3,09 9,98 7,98 5,88 1,78 8,58 5,58 4,58 3,58 1,58 9,48 9,48 5,18 3,47 4,37 8,07 3,06 3,25 8,84 496.12 438.81 713.71 784.71 268.51 687.41 021.51 863.51 986.51 710.11 588.01 725.31 824.31 352.21 654.11 544.8 065.9 799.11 047.9 349.11 057.9 722.11 139.21 532.9 444.9 950.9 250.01 766.01 624.11 743.21 154.01 656.31 117.31 735.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(cid:890),(cid:3)(cid:15)(cid:131)(cid:143)(cid:146)(cid:151)(cid:144)(cid:137),(cid:882),(cid:882),(cid:884),(cid:883),(cid:883)(cid:888),(cid:882),(cid:884),(cid:882),(cid:882),(cid:882),(cid:886)(cid:884),(cid:883)(cid:890),(cid:888)(cid:884),(cid:883)(cid:891),,,,,,,,,,,,,,,,,
(cid:891),(cid:3)(cid:14)(cid:135)(cid:146)(cid:151)(cid:142)(cid:131)(cid:151)(cid:131)(cid:144)(cid:3)(cid:5)(cid:131)(cid:144)(cid:137)(cid:141)(cid:131)(cid:3),(cid:882),(cid:882),(cid:883),(cid:883),(cid:883)(cid:883),(cid:882),(cid:883),(cid:882),(cid:882),(cid:882),(cid:883)(cid:882),(cid:885),(cid:884)(cid:885),(cid:886),,,,,,,,,,,,,,,,,
(cid:883)(cid:882),(cid:5)(cid:135)(cid:142)(cid:139)(cid:150)(cid:151)(cid:144)(cid:137) (cid:3)(cid:14)(cid:135)(cid:146)(cid:151)(cid:142)(cid:131)(cid:151)(cid:131)(cid:144)(cid:3)(cid:21)(cid:139)(cid:131)(cid:151),(cid:882),(cid:882),(cid:883),(cid:883),(cid:883)(cid:884),(cid:882),(cid:885),(cid:882),(cid:883),(cid:882),(cid:883)(cid:888),(cid:886),(cid:885)(cid:885),(cid:887),,,,,,,,,,,,,,,,,
(cid:883)(cid:883),(cid:3)(cid:7)(cid:14)(cid:12)(cid:3)(cid:13)(cid:131)(cid:141)(cid:131)(cid:148)(cid:150)(cid:131),(cid:885),(cid:889),(cid:885)(cid:882),(cid:883),(cid:882),(cid:882),(cid:891),(cid:884),(cid:890),(cid:883),(cid:891)(cid:882),(cid:886)(cid:887),(cid:883)(cid:886)(cid:882),(cid:887)(cid:888),,,,,,,,,,,,,,,,,
(cid:883)(cid:884),(cid:3)(cid:13)(cid:131)(cid:153)(cid:131)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:883),(cid:886),(cid:886),(cid:884),(cid:887)(cid:889),(cid:883),(cid:883)(cid:887),(cid:882),(cid:886),(cid:883),(cid:884)(cid:889)(cid:886),(cid:887)(cid:883),(cid:885)(cid:887)(cid:887),(cid:887)(cid:891),,,,,,,,,,,,,,,,,
(cid:883)(cid:885),(cid:3)(cid:13)(cid:131)(cid:153)(cid:131)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:131)(cid:138),(cid:885),(cid:885),(cid:886),(cid:885),(cid:888)(cid:882),(cid:883),(cid:883)(cid:884),(cid:882),(cid:886),(cid:883),(cid:884)(cid:883)(cid:888),(cid:885)(cid:890),(cid:884)(cid:891)(cid:891),(cid:886)(cid:888),,,,,,,,,,,,,,,,,
(cid:883)(cid:886),(cid:3)(cid:7)(cid:12)(cid:3)(cid:28)(cid:145)(cid:137)(cid:155)(cid:131)(cid:141)(cid:131)(cid:148)(cid:150)(cid:131),(cid:883),(cid:882),(cid:882),(cid:884),(cid:883)(cid:882),(cid:882),(cid:885),(cid:882),(cid:883),(cid:883),(cid:886)(cid:889),(cid:883)(cid:887),(cid:888)(cid:884),(cid:883)(cid:890),,,,,,,,,,,,,,,,,
(cid:883)(cid:887),(cid:3)(cid:13)(cid:131)(cid:153)(cid:131)(cid:3)(cid:23)(cid:139)(cid:143)(cid:151)(cid:148),(cid:882),(cid:883),(cid:883)(cid:882),(cid:886),(cid:889)(cid:884),(cid:882),(cid:884)(cid:886),(cid:883),(cid:886),(cid:884),(cid:884)(cid:885)(cid:882),(cid:889)(cid:887),(cid:885)(cid:886)(cid:882),(cid:890)(cid:885),,,,,,,,,,,,,,,,,
(cid:883)(cid:888),(cid:3)(cid:5)(cid:131)(cid:144)(cid:150)(cid:135)(cid:144),(cid:883),(cid:882),(cid:884),(cid:882),(cid:883)(cid:885),(cid:882),(cid:885),(cid:882),(cid:885),(cid:882),(cid:890)(cid:883),(cid:884)(cid:887),(cid:883)(cid:882)(cid:885),(cid:884)(cid:887),,,,,,,,,,,,,,,,,
(cid:883)(cid:889),(cid:3)(cid:5)(cid:131)(cid:142)(cid:139),(cid:883),(cid:882),(cid:883),(cid:884),(cid:883)(cid:887),(cid:882),(cid:885),(cid:882),(cid:883),(cid:882),(cid:886)(cid:884),(cid:883)(cid:882),(cid:888)(cid:885),(cid:883)(cid:884),,,,,,,,,,,,,,,,,
(cid:883)(cid:890),(cid:3)(cid:17)(cid:151)(cid:149)(cid:131)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:137)(cid:131)(cid:148)(cid:131)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:882),(cid:882),(cid:885),(cid:884),(cid:883)(cid:888),(cid:882),(cid:884),(cid:882),(cid:882),(cid:882),(cid:883)(cid:889),(cid:887),(cid:885)(cid:890),(cid:889),,,,,,,,,,,,,,,,,
(cid:883)(cid:891),(cid:3)(cid:17)(cid:151)(cid:149)(cid:131)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:137)(cid:131)(cid:148)(cid:131)(cid:3)(cid:23)(cid:139)(cid:143)(cid:151)(cid:148),(cid:883),(cid:882),(cid:883),(cid:883),(cid:884)(cid:889),(cid:882),(cid:886),(cid:882),(cid:883),(cid:882),(cid:884)(cid:884),(cid:884),(cid:887)(cid:888),(cid:885),,,,,,,,,,,,,,,,,
(cid:884)(cid:882),(cid:3)(cid:14)(cid:131)(cid:142)(cid:139)(cid:143)(cid:131)(cid:144)(cid:150)(cid:131)(cid:144)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:882),(cid:882),(cid:883),(cid:883),(cid:884)(cid:884),(cid:883),(cid:887),(cid:882),(cid:883),(cid:882),(cid:883)(cid:891),(cid:888),(cid:886)(cid:890),(cid:890),,,,,,,,,,,,,,,,,
(cid:884)(cid:883),(cid:3)(cid:14)(cid:131)(cid:142)(cid:139)(cid:143)(cid:131)(cid:144)(cid:150)(cid:131)(cid:144)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:131)(cid:138),(cid:882),(cid:882),(cid:884),(cid:883),(cid:883)(cid:891),(cid:882),(cid:884),(cid:882),(cid:882),(cid:882),(cid:889),(cid:884),(cid:885)(cid:882),(cid:885),,,,,,,,,,,,,,,,,
(cid:884)(cid:884),(cid:3)(cid:14)(cid:131)(cid:142)(cid:139)(cid:143)(cid:131)(cid:144)(cid:150)(cid:131)(cid:144)(cid:3)(cid:22)(cid:135)(cid:142)(cid:131)(cid:150)(cid:131)(cid:144),(cid:882),(cid:882),(cid:884),(cid:884),(cid:883)(cid:888),(cid:882),(cid:886),(cid:882),(cid:884),(cid:882),(cid:883)(cid:891),(cid:889),(cid:886)(cid:885),(cid:891),,,,,,,,,,,,,,,,,
(cid:884)(cid:885),(cid:3)(cid:14)(cid:131)(cid:142)(cid:139)(cid:143)(cid:131)(cid:144)(cid:150)(cid:131)(cid:144)(cid:3)(cid:23)(cid:139)(cid:143)(cid:151)(cid:148),(cid:882),(cid:882),(cid:885),(cid:884),(cid:883)(cid:890),(cid:883),(cid:886),(cid:882),(cid:883),(cid:882),(cid:884)(cid:883),(cid:890),(cid:886)(cid:889),(cid:883)(cid:883),,,,,,,,,,,,,,,,,
(cid:884)(cid:886),(cid:3)(cid:14)(cid:131)(cid:142)(cid:139)(cid:143)(cid:131)(cid:144)(cid:150)(cid:131)(cid:144)(cid:3)(cid:24)(cid:150)(cid:131)(cid:148)(cid:131),(cid:882),(cid:882),(cid:883),(cid:882),(cid:883)(cid:883),(cid:882),(cid:884),(cid:882),(cid:883),(cid:882),(cid:883),(cid:882),(cid:883)(cid:888),(cid:882),,,,,,,,,,,,,,,,,
(cid:884)(cid:887),(cid:3)(cid:22)(cid:151)(cid:142)(cid:131)(cid:153)(cid:135)(cid:149)(cid:139)(cid:3)(cid:24)(cid:150)(cid:131)(cid:148)(cid:131),(cid:884),(cid:882),(cid:885),(cid:885),(cid:883)(cid:891),(cid:883),(cid:886),(cid:882),(cid:882),(cid:883),(cid:884)(cid:883),(cid:885),(cid:886)(cid:891),(cid:890),,,,,,,,,,,,,,,,,
(cid:884)(cid:888),(cid:3)(cid:22)(cid:151)(cid:142)(cid:131)(cid:153)(cid:135)(cid:149)(cid:139)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:131)(cid:138),(cid:882),(cid:882),(cid:884),(cid:882),(cid:884)(cid:886),(cid:882),(cid:885),(cid:882),(cid:883),(cid:882),(cid:888),(cid:886),(cid:885)(cid:888),(cid:886),,,,,,,,,,,,,,,,,
(cid:884)(cid:889),(cid:3)(cid:22)(cid:151)(cid:142)(cid:131)(cid:153)(cid:135)(cid:149)(cid:139)(cid:3)(cid:22)(cid:135)(cid:142)(cid:131)(cid:150)(cid:131)(cid:144),(cid:884),(cid:883),(cid:886),(cid:886),(cid:885)(cid:891),(cid:883),(cid:888),(cid:883),(cid:884),(cid:884),(cid:886)(cid:886),(cid:883)(cid:891),(cid:891)(cid:889),(cid:884)(cid:890),,,,,,,,,,,,,,,,,
(cid:884)(cid:890),(cid:3)(cid:22)(cid:151)(cid:142)(cid:131)(cid:153)(cid:135)(cid:149)(cid:139)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:137)(cid:131)(cid:148)(cid:131),(cid:882),(cid:882),(cid:883),(cid:884),(cid:883)(cid:889),(cid:882),(cid:884),(cid:882),(cid:883),(cid:882),(cid:883)(cid:890),(cid:884),(cid:885)(cid:891),(cid:886),,,,,,,,,,,,,,,,,
(cid:884)(cid:891),(cid:3)(cid:10)(cid:145)(cid:148)(cid:145)(cid:144)(cid:150)(cid:131)(cid:142)(cid:145),(cid:882),(cid:882),(cid:883),(cid:882),(cid:883)(cid:884),(cid:882),(cid:884),(cid:882),(cid:882),(cid:882),(cid:886),(cid:883),(cid:883)(cid:891),(cid:883),,,,,,,,,,,,,,,,,
(cid:885)(cid:882),(cid:3)(cid:22)(cid:151)(cid:142)(cid:131)(cid:153)(cid:135)(cid:149)(cid:139)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:882),(cid:882),(cid:883),(cid:882),(cid:890),(cid:882),(cid:883),(cid:882),(cid:882),(cid:882),(cid:885),(cid:884),(cid:883)(cid:885),(cid:884),,,,,,,,,,,,,,,,,
(cid:885)(cid:883),(cid:3)(cid:16)(cid:131)(cid:142)(cid:151)(cid:141)(cid:151),(cid:883),(cid:882),(cid:884),(cid:883),(cid:883)(cid:888),(cid:882),(cid:885),(cid:882),(cid:882),(cid:882),(cid:889),(cid:882),(cid:884)(cid:891),(cid:883),,,,,,,,,,,,,,,,,
(cid:885)(cid:884),(cid:3)(cid:16)(cid:131)(cid:142)(cid:151)(cid:141)(cid:151)(cid:3)(cid:24)(cid:150)(cid:131)(cid:148)(cid:131),(cid:882),(cid:882),(cid:884),(cid:883),(cid:883)(cid:885),(cid:882),(cid:884),(cid:882),(cid:882),(cid:882),(cid:886),(cid:883),(cid:884)(cid:883),(cid:884),,,,,,,,,,,,,,,,,
(cid:885)(cid:885),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:3),(cid:882),(cid:882),(cid:884),(cid:883),(cid:891),(cid:882),(cid:887),(cid:882),(cid:882),(cid:882),(cid:884),(cid:882),(cid:883)(cid:890),(cid:883),,,,,,,,,,,,,,,,,
(cid:885)(cid:886),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:882),(cid:882),(cid:883),(cid:882),(cid:889),(cid:882),(cid:885),(cid:882),(cid:882),(cid:882),(cid:883),(cid:882),(cid:883)(cid:884),(cid:882),,,,,,,,,,,,,,,,,
